state,county,NAME,population_size,percent_65plus
05,109,"Pike County, Arkansas",11087,18.299999999999997
48,043,"Brewster County, Texas",9235,18.299999999999997
53,027,"Grays Harbor County, Washington",71419,18.200000000000003
22,111,"Union Parish, Louisiana",22533,18.200000000000003
36,017,"Chenango County, New York",49549,18.200000000000003
29,229,"Wright County, Missouri",18449,18.200000000000003
20,041,"Dickinson County, Kansas",19516,18.200000000000003
51,181,"Surry County, Virginia",6823,18.200000000000003
40,033,"Cotton County, Oklahoma",6112,18.200000000000003
48,153,"Floyd County, Texas",6178,18.200000000000003
37,059,"Davie County, North Carolina",41447,18.2
55,061,"Kewaunee County, Wisconsin",20483,18.2
29,091,"Howell County, Missouri",40326,18.2
51,009,"Amherst County, Virginia",32148,18.2
18,165,"Vermillion County, Indiana",15860,18.2
17,189,"Washington County, Illinois",14457,18.2
54,019,"Fayette County, West Virginia",45534,18.2
51,025,"Brunswick County, Virginia",16930,18.2
37,169,"Stokes County, North Carolina",46661,18.2
47,131,"Obion County, Tennessee",31129,18.2
54,001,"Barbour County, West Virginia",16731,18.2
47,055,"Giles County, Tennessee",28949,18.199999999999996
17,001,"Adams County, Illinois",67081,18.1
48,161,"Freestone County, Texas",19586,18.1
31,171,"Thomas County, Nebraska",675,18.1
55,141,"Wood County, Wisconsin",74012,18.1
13,099,"Early County, Georgia",10579,18.1
27,065,"Kanabec County, Minnesota",16003,18.1
06,045,"Mendocino County, California",87544,18.1
01,003,"Baldwin County, Alabama",195121,18.1
55,071,"Manitowoc County, Wisconsin",80521,18.1
40,121,"Pittsburg County, Oklahoma",44961,18.1
05,029,"Conway County, Arkansas",21110,18.1
05,047,"Franklin County, Arkansas",17866,18.1
18,181,"White County, Indiana",24388,18.1
54,107,"Wood County, West Virginia",86559,18.1
45,057,"Lancaster County, South Carolina",81263,18.1
27,167,"Wilkin County, Minnesota",6526,18.1
19,105,"Jones County, Iowa",20560,18.1
17,121,"Marion County, Illinois",38665,18.099999999999998
01,033,"Colbert County, Alabama",54444,18.099999999999998
17,033,"Crawford County, Illinois",19541,18.099999999999998
33,019,"Sullivan County, New Hampshire",43135,18.099999999999998
54,073,"Pleasants County, West Virginia",7636,18.099999999999998
17,073,"Henry County, Illinois",49883,18.099999999999998
72,061,"Guaynabo Municipio, Puerto Rico",93899,18.099999999999998
40,011,"Blaine County, Oklahoma",9810,18.099999999999998
20,145,"Pawnee County, Kansas",6911,18.099999999999998
51,105,"Lee County, Virginia",25206,18.099999999999998
55,123,"Vernon County, Wisconsin",30279,18.099999999999998
29,093,"Iron County, Missouri",10322,18.099999999999998
37,173,"Swain County, North Carolina",14163,18.000000000000004
48,417,"Shackelford County, Texas",3352,18.0
18,041,"Fayette County, Indiana",23773,18.0
20,133,"Neosho County, Kansas",16423,18.0
18,135,"Randolph County, Indiana",25596,18.0
36,077,"Otsego County, New York",61399,18.0
19,017,"Bremer County, Iowa",24539,18.0
19,031,"Cedar County, Iowa",18375,18.0
05,025,"Cleveland County, Arkansas",8510,18.0
20,139,"Osage County, Kansas",16080,18.0
46,109,"Roberts County, South Dakota",10318,18.0
47,067,"Hancock County, Tennessee",6642,18.0
19,183,"Washington County, Iowa",22017,18.0
13,027,"Brooks County, Georgia",15637,18.0
53,057,"Skagit County, Washington",119343,18.0
40,141,"Tillman County, Oklahoma",7715,18.0
41,061,"Union County, Oregon",25745,18.0
54,015,"Clay County, West Virginia",9141,18.0
01,017,"Chambers County, Alabama",34079,18.0
31,127,"Nemaha County, Nebraska",7168,18.0
42,061,"Huntingdon County, Pennsylvania",45906,18.0
05,127,"Scott County, Arkansas",10870,18.0
40,129,"Roger Mills County, Oklahoma",3780,18.0
22,085,"Sabine Parish, Louisiana",24248,18.0
48,107,"Crosby County, Texas",6007,18.0
21,169,"Metcalfe County, Kentucky",9985,18.0
54,097,"Upshur County, West Virginia",24560,18.0
30,077,"Powell County, Montana",6975,17.999999999999996
55,083,"Oconto County, Wisconsin",37476,17.900000000000002
37,111,"McDowell County, North Carolina",44961,17.900000000000002
47,103,"Lincoln County, Tennessee",33550,17.900000000000002
42,075,"Lebanon County, Pennsylvania",135776,17.900000000000002
01,071,"Jackson County, Alabama",52860,17.900000000000002
45,029,"Colleton County, South Carolina",38004,17.900000000000002
05,011,"Bradley County, Arkansas",11206,17.900000000000002
40,113,"Osage County, Oklahoma",48054,17.9
21,171,"Monroe County, Kentucky",10765,17.9
01,037,"Coosa County, Alabama",11027,17.9
20,125,"Montgomery County, Kansas",34184,17.9
51,135,"Nottoway County, Virginia",15711,17.9
42,039,"Crawford County, Pennsylvania",87343,17.9
17,137,"Morgan County, Illinois",35129,17.9
39,037,"Darke County, Ohio",52356,17.9
51,167,"Russell County, Virginia",28245,17.9
27,049,"Goodhue County, Minnesota",46377,17.9
20,011,"Bourbon County, Kansas",14812,17.9
48,425,"Somervell County, Texas",8608,17.9
21,231,"Wayne County, Kentucky",20655,17.9
51,820,"Waynesboro city, Virginia",21150,17.9
17,187,"Warren County, Illinois",17701,17.9
48,277,"Lamar County, Texas",49566,17.9
49,055,"Wayne County, Utah",2722,17.9
56,045,"Weston County, Wyoming",7152,17.9
13,257,"Stephens County, Georgia",25620,17.8
01,013,"Butler County, Alabama",20354,17.8
12,045,"Gulf County, Florida",15785,17.8
46,023,"Charles Mix County, South Dakota",9239,17.8
19,095,"Iowa County, Iowa",16344,17.8
13,199,"Meriwether County, Georgia",21297,17.8
48,363,"Palo Pinto County, Texas",27921,17.8
30,015,"Chouteau County, Montana",5855,17.8
01,107,"Pickens County, Alabama",19856,17.8
22,049,"Jackson Parish, Louisiana",16109,17.8
39,029,"Columbiana County, Ohio",105987,17.8
28,161,"Yalobusha County, Mississippi",12381,17.8
72,005,"Aguadilla Municipio, Puerto Rico",57973,17.8
56,011,"Crook County, Wyoming",7229,17.8
01,077,"Lauderdale County, Alabama",92737,17.8
55,095,"Polk County, Wisconsin",43572,17.8
05,103,"Ouachita County, Arkansas",25044,17.8
36,123,"Yates County, New York",25187,17.8
18,131,"Pulaski County, Indiana",13047,17.8
42,055,"Franklin County, Pennsylvania",152285,17.8
30,069,"Petroleum County, Montana",443,17.8
26,157,"Tuscola County, Michigan",54420,17.8
37,197,"Yadkin County, North Carolina",37971,17.8
20,143,"Ottawa County, Kansas",6048,17.8
27,115,"Pine County, Minnesota",29218,17.8
54,099,"Wayne County, West Virginia",41499,17.8
37,083,"Halifax County, North Carolina",53407,17.8
40,071,"Kay County, Oklahoma",45587,17.8
72,095,"Maunabo Municipio, Puerto Rico",11701,17.8
37,123,"Montgomery County, North Carolina",27601,17.8
17,147,"Piatt County, Illinois",16495,17.799999999999997
08,063,"Kit Carson County, Colorado",7980,17.799999999999997
47,057,"Grainger County, Tennessee",22736,17.799999999999997
20,151,"Pratt County, Kansas",9739,17.799999999999997
26,017,"Bay County, Michigan",106698,17.799999999999997
22,119,"Webster Parish, Louisiana",40617,17.799999999999997
21,063,"Elliott County, Kentucky",7725,17.799999999999997
20,079,"Harvey County, Kansas",34835,17.799999999999997
39,161,"Van Wert County, Ohio",28576,17.700000000000003
36,095,"Schoharie County, New York",31913,17.700000000000003
47,025,"Claiborne County, Tennessee",31748,17.700000000000003
40,069,"Johnston County, Oklahoma",11022,17.700000000000003
51,031,"Campbell County, Virginia",55012,17.700000000000003
37,003,"Alexander County, North Carolina",37158,17.700000000000003
01,029,"Cleburne County, Alabama",15002,17.7
21,145,"McCracken County, Kentucky",65408,17.7
54,039,"Kanawha County, West Virginia",190781,17.7
47,015,"Cannon County, Tennessee",13787,17.7
47,009,"Blount County, Tennessee",125188,17.7
48,197,"Hardeman County, Texas",3992,17.7
42,131,"Wyoming County, Pennsylvania",28147,17.7
20,155,"Reno County, Kansas",64058,17.7
19,191,"Winneshiek County, Iowa",20884,17.7
47,115,"Marion County, Tennessee",28306,17.7
55,119,"Taylor County, Wisconsin",20569,17.7
37,157,"Rockingham County, North Carolina",92300,17.7
28,023,"Clarke County, Mississippi",16362,17.7
42,083,"McKean County, Pennsylvania",42884,17.7
40,115,"Ottawa County, Oklahoma",32085,17.7
01,127,"Walker County, Alabama",65923,17.7
40,137,"Stephens County, Oklahoma",44806,17.7
54,049,"Marion County, West Virginia",56790,17.7
09,005,"Litchfield County, Connecticut",186304,17.7
46,019,"Butte County, South Dakota",10292,17.7
22,123,"West Carroll Parish, Louisiana",11454,17.7
19,039,"Clarke County, Iowa",9280,17.7
18,067,"Howard County, Indiana",82765,17.7
19,045,"Clinton County, Iowa",48365,17.7
13,287,"Turner County, Georgia",8338,17.6
12,109,"St. Johns County, Florida",210495,17.6
37,055,"Dare County, North Carolina",34863,17.6
27,093,"Meeker County, Minnesota",23129,17.6
18,055,"Greene County, Indiana",32815,17.6
18,065,"Henry County, Indiana",49146,17.6
39,139,"Richland County, Ohio",122312,17.6
27,099,"Mower County, Minnesota",39227,17.6
37,017,"Bladen County, North Carolina",34720,17.6
37,023,"Burke County, North Carolina",89548,17.6
08,105,"Rio Grande County, Colorado",11745,17.6
19,099,"Jasper County, Iowa",36726,17.6
45,081,"Saluda County, South Carolina",20000,17.6
01,025,"Clarke County, Alabama",25070,17.6
20,159,"Rice County, Kansas",10014,17.6
36,013,"Chautauqua County, New York",132646,17.6
54,047,"McDowell County, West Virginia",20802,17.6
22,077,"Pointe Coupee Parish, Louisiana",22498,17.599999999999998
40,117,"Pawnee County, Oklahoma",16499,17.599999999999998
28,031,"Covington County, Mississippi",19471,17.599999999999998
28,061,"Jasper County, Mississippi",16588,17.599999999999998
47,181,"Wayne County, Tennessee",16897,17.599999999999998
47,047,"Fayette County, Tennessee",38814,17.599999999999998
18,093,"Lawrence County, Indiana",45814,17.599999999999998
30,043,"Jefferson County, Montana",11502,17.599999999999998
17,079,"Jasper County, Illinois",9635,17.599999999999998
21,177,"Muhlenberg County, Kentucky",31309,17.5
21,053,"Clinton County, Kentucky",10188,17.5
01,105,"Perry County, Alabama",10038,17.5
54,091,"Taylor County, West Virginia",16977,17.5
37,107,"Lenoir County, North Carolina",58782,17.5
17,039,"De Witt County, Illinois",16388,17.5
48,131,"Duval County, Texas",11577,17.5
54,081,"Raleigh County, West Virginia",78493,17.5
35,047,"San Miguel County, New Mexico",28668,17.5
29,107,"Lafayette County, Missouri",32916,17.5
72,089,"Luquillo Municipio, Puerto Rico",19497,17.5
51,007,"Amelia County, Virginia",12777,17.5
31,081,"Hamilton County, Nebraska",9100,17.5
19,149,"Plymouth County, Iowa",24853,17.5
42,001,"Adams County, Pennsylvania",101767,17.5
19,055,"Delaware County, Iowa",17507,17.5
20,119,"Meade County, Kansas",4383,17.5
48,241,"Jasper County, Texas",35768,17.5
17,035,"Cumberland County, Illinois",10943,17.5
18,177,"Wayne County, Indiana",67866,17.5
46,081,"Lawrence County, South Dakota",24645,17.5
45,009,"Bamberg County, South Carolina",15432,17.5
48,437,"Swisher County, Texas",7713,17.5
56,033,"Sheridan County, Wyoming",29738,17.5
18,139,"Rush County, Indiana",16991,17.5
12,093,"Okeechobee County, Florida",39255,17.5
05,003,"Ashley County, Arkansas",21229,17.5
13,125,"Glascock County, Georgia",3087,17.5
37,021,"Buncombe County, North Carolina",247336,17.5
48,281,"Lampasas County, Texas",20219,17.5
51,165,"Rockingham County, Virginia",77785,17.5
21,019,"Boyd County, Kentucky",48917,17.5
39,157,"Tuscarawas County, Ohio",92697,17.5
46,117,"Stanley County, South Dakota",2962,17.5
29,017,"Bollinger County, Missouri",12356,17.400000000000002
13,269,"Taylor County, Georgia",8401,17.400000000000002
72,113,"Ponce Municipio, Puerto Rico",156054,17.400000000000002
12,079,"Madison County, Florida",18729,17.400000000000002
51,735,"Poquoson city, Virginia",12077,17.400000000000002
01,063,"Greene County, Alabama",8697,17.400000000000002
16,025,"Camas County, Idaho",1052,17.400000000000002
41,017,"Deschutes County, Oregon",166622,17.400000000000002
17,129,"Menard County, Illinois",12611,17.4
12,123,"Taylor County, Florida",22685,17.4
72,141,"Utuado Municipio, Puerto Rico",31474,17.4
54,033,"Harrison County, West Virginia",68998,17.4
31,157,"Scotts Bluff County, Nebraska",36684,17.4
36,057,"Montgomery County, New York",49779,17.4
53,015,"Cowlitz County, Washington",102338,17.4
27,095,"Mille Lacs County, Minnesota",25809,17.4
47,053,"Gibson County, Tennessee",49572,17.4
28,037,"Franklin County, Mississippi",7857,17.4
39,085,"Lake County, Ohio",229437,17.4
29,035,"Carter County, Missouri",6284,17.4
39,023,"Clark County, Ohio",136827,17.4
20,099,"Labette County, Kansas",21048,17.4
51,620,"Franklin city, Virginia",8457,17.4
51,065,"Fluvanna County, Virginia",26014,17.4
29,055,"Crawford County, Missouri",24660,17.4
54,105,"Wirt County, West Virginia",5841,17.4
40,085,"Love County, Oklahoma",9663,17.4
48,393,"Roberts County, Texas",931,17.4
39,055,"Geauga County, Ohio",93874,17.4
48,009,"Archer County, Texas",8779,17.4
29,111,"Lewis County, Missouri",10172,17.4
26,021,"Berrien County, Michigan",155565,17.4
21,021,"Boyle County, Kentucky",29388,17.4
72,091,"Manati Municipio, Puerto Rico",42167,17.4
13,319,"Wilkinson County, Georgia",9386,17.4
13,085,"Dawson County, Georgia",22673,17.300000000000004
33,009,"Grafton County, New Hampshire",89341,17.3
12,063,"Jackson County, Florida",48900,17.3
29,131,"Miller County, Missouri",24956,17.3
06,103,"Tehama County, California",63152,17.3
50,005,"Caledonia County, Vermont",31012,17.3
08,125,"Yuma County, Colorado",10185,17.3
36,107,"Tioga County, New York",50199,17.3
13,211,"Morgan County, Georgia",17900,17.3
28,159,"Winston County, Mississippi",18697,17.3
36,035,"Fulton County, New York",54606,17.3
72,153,"Yauco Municipio, Puerto Rico",39474,17.3
18,147,"Spencer County, Indiana",20856,17.3
27,143,"Sibley County, Minnesota",15021,17.3
39,151,"Stark County, Ohio",374979,17.3
23,031,"York County, Maine",199682,17.3
46,057,"Hamlin County, South Dakota",5982,17.3
39,175,"Wyandot County, Ohio",22467,17.3
19,101,"Jefferson County, Iowa",17318,17.3
46,015,"Brule County, South Dakota",5330,17.3
19,051,"Davis County, Iowa",8742,17.3
01,099,"Monroe County, Alabama",22217,17.3
39,031,"Coshocton County, Ohio",36724,17.3
18,015,"Carroll County, Indiana",20014,17.3
01,043,"Cullman County, Alabama",80965,17.3
21,165,"Menifee County, Kentucky",6343,17.3
17,115,"Macon County, Illinois",109193,17.3
18,053,"Grant County, Indiana",68896,17.3
40,103,"Noble County, Oklahoma",11506,17.3
21,199,"Pulaski County, Kentucky",63635,17.3
17,081,"Jefferson County, Illinois",38578,17.3
25,011,"Franklin County, Massachusetts",71144,17.299999999999997
40,059,"Harper County, Oklahoma",3766,17.299999999999997
28,045,"Hancock County, Mississippi",45627,17.299999999999997
31,045,"Dawes County, Nebraska",9136,17.299999999999997
13,243,"Randolph County, Georgia",7315,17.299999999999997
29,217,"Vernon County, Missouri",20878,17.299999999999997
20,009,"Barton County, Kansas",27399,17.299999999999997
47,099,"Lawrence County, Tennessee",42226,17.200000000000003
51,775,"Salem city, Virginia",25165,17.200000000000003
48,097,"Cooke County, Texas",38761,17.200000000000003
42,031,"Clarion County, Pennsylvania",39454,17.200000000000003
38,093,"Stutsman County, North Dakota",21076,17.200000000000003
29,069,"Dunklin County, Missouri",31562,17.200000000000003
26,123,"Newaygo County, Michigan",48029,17.2
04,021,"Pinal County, Arizona",389772,17.2
28,147,"Walthall County, Mississippi",14978,17.2
13,137,"Habersham County, Georgia",43527,17.2
44,009,"Washington County, Rhode Island",126405,17.2
08,073,"Lincoln County, Colorado",5478,17.2
21,237,"Wolfe County, Kentucky",7261,17.2
19,087,"Henry County, Iowa",20080,17.2
29,023,"Butler County, Missouri",42951,17.2
29,143,"New Madrid County, Missouri",18411,17.2
48,269,"King County, Texas",267,17.2
05,001,"Arkansas County, Arkansas",18731,17.2
21,217,"Taylor County, Kentucky",24993,17.2
28,013,"Calhoun County, Mississippi",14789,17.2
20,203,"Wichita County, Kansas",2204,17.2
20,021,"Cherokee County, Kansas",20952,17.2
26,165,"Wexford County, Michigan",32751,17.2
04,019,"Pima County, Arizona",998537,17.2
22,027,"Claiborne Parish, Louisiana",16639,17.2
36,007,"Broome County, New York",198093,17.2
17,161,"Rock Island County, Illinois",147161,17.2
37,047,"Columbus County, North Carolina",57230,17.2
08,019,"Clear Creek County, Colorado",9136,17.2
27,085,"McLeod County, Minnesota",36046,17.2
17,199,"Williamson County, Illinois",67121,17.2
47,155,"Sevier County, Tennessee",93617,17.2
28,095,"Monroe County, Mississippi",36175,17.2
31,007,"Banner County, Nebraska",820,17.2
37,027,"Caldwell County, North Carolina",81758,17.2
18,049,"Fulton County, Indiana",20527,17.2
48,483,"Wheeler County, Texas",5618,17.2
45,071,"Newberry County, South Carolina",37690,17.2
13,293,"Upson County, Georgia",26528,17.2
12,013,"Calhoun County, Florida",14615,17.2
42,081,"Lycoming County, Pennsylvania",116656,17.2
18,111,"Newton County, Indiana",14057,17.2
21,167,"Mercer County, Kentucky",21342,17.2
39,087,"Lawrence County, Ohio",61827,17.1
48,351,"Newton County, Texas",14231,17.1
20,129,"Morton County, Kansas",3106,17.1
08,119,"Teller County, Colorado",23340,17.1
39,059,"Guernsey County, Ohio",39626,17.1
51,175,"Southampton County, Virginia",18410,17.1
29,145,"Newton County, Missouri",58777,17.1
20,197,"Wabaunsee County, Kansas",6997,17.1
18,117,"Orange County, Indiana",19725,17.1
42,003,"Allegheny County, Pennsylvania",1231145,17.1
54,017,"Doddridge County, West Virginia",8201,17.1
72,109,"Patillas Municipio, Puerto Rico",18441,17.1
40,049,"Garvin County, Oklahoma",27455,17.1
55,053,"Jackson County, Wisconsin",20543,17.1
50,017,"Orange County, Vermont",28929,17.1
72,069,"Humacao Municipio, Puerto Rico",56384,17.1
17,099,"LaSalle County, Illinois",112579,17.1
40,005,"Atoka County, Oklahoma",13906,17.1
05,059,"Hot Spring County, Arkansas",33316,17.1
19,047,"Crawford County, Iowa",17252,17.1
36,069,"Ontario County, New York",109192,17.1
37,167,"Stanly County, North Carolina",60586,17.1
36,065,"Oneida County, New York",233558,17.1
21,181,"Nicholas County, Kentucky",7075,17.1
39,171,"Williams County, Ohio",37386,17.099999999999998
01,131,"Wilcox County, Alabama",11235,17.099999999999998
31,097,"Johnson County, Nebraska",5167,17.099999999999998
12,007,"Bradford County, Florida",27223,17.099999999999998
72,081,"Lares Municipio, Puerto Rico",28727,17.099999999999998
08,109,"Saguache County, Colorado",6238,17.099999999999998
09,007,"Middlesex County, Connecticut",165165,17.099999999999998
06,061,"Placer County, California",366280,17.099999999999998
47,143,"Rhea County, Tennessee",32394,17.099999999999998
17,103,"Lee County, Illinois",35027,17.099999999999998
47,033,"Crockett County, Tennessee",14600,17.099999999999998
29,003,"Andrew County, Missouri",17328,17.099999999999998
05,087,"Madison County, Arkansas",15702,17.099999999999998
37,073,"Gates County, North Carolina",11724,17.0
17,183,"Vermilion County, Illinois",80368,17.0
27,097,"Morrison County, Minnesota",32962,17.0
17,157,"Randolph County, Illinois",33069,17.0
06,017,"El Dorado County, California",182093,17.0
27,119,"Polk County, Minnesota",31547,17.0
39,069,"Henry County, Ohio",28015,17.0
01,041,"Crenshaw County, Alabama",13938,17.0
37,091,"Hertford County, North Carolina",24368,17.0
40,133,"Seminole County, Oklahoma",25481,17.0
32,001,"Churchill County, Nevada",24252,17.0
48,015,"Austin County, Texas",28886,17.0
29,109,"Lawrence County, Missouri",38244,17.0
01,065,"Hale County, Alabama",15256,17.0
38,013,"Burke County, North Dakota",2208,17.0
47,063,"Hamblen County, Tennessee",62999,17.0
20,087,"Jefferson County, Kansas",18898,17.0
45,089,"Williamsburg County, South Carolina",33238,17.0
26,059,"Hillsdale County, Michigan",46178,17.0
46,035,"Davison County, South Dakota",19787,17.0
48,293,"Limestone County, Texas",23454,17.0
19,187,"Webster County, Iowa",37295,17.0
21,031,"Butler County, Kentucky",12835,17.0
19,123,"Mahaska County, Iowa",22396,17.0
36,101,"Steuben County, New York",98665,17.0
23,011,"Kennebec County, Maine",121112,17.0
55,003,"Ashland County, Wisconsin",15993,17.0
48,223,"Hopkins County, Texas",35645,17.0
47,041,"DeKalb County, Tennessee",19038,17.0
48,063,"Camp County, Texas",12516,17.0
54,077,"Preston County, West Virginia",33809,16.900000000000002
30,021,"Dawson County, Montana",9365,16.900000000000002
01,055,"Etowah County, Alabama",103766,16.900000000000002
41,031,"Jefferson County, Oregon",22061,16.900000000000002
44,003,"Kent County, Rhode Island",164958,16.900000000000002
36,037,"Genesee County, New York",59458,16.900000000000002
42,095,"Northampton County, Pennsylvania",299616,16.900000000000002
49,033,"Rich County, Utah",2292,16.900000000000002
18,179,"Wells County, Indiana",27796,16.9
04,027,"Yuma County, Arizona",202987,16.9
20,043,"Doniphan County, Kansas",7859,16.9
15,001,"Hawaii County, Hawaii",191482,16.9
48,091,"Comal County, Texas",119632,16.9
37,099,"Jackson County, North Carolina",40812,16.9
06,079,"San Luis Obispo County, California",276517,16.9
17,083,"Jersey County, Illinois",22625,16.9
20,085,"Jackson County, Kansas",13400,16.9
45,003,"Aiken County, South Carolina",163908,16.9
21,065,"Estill County, Kentucky",14476,16.9
18,121,"Parke County, Indiana",17107,16.9
27,067,"Kandiyohi County, Minnesota",42444,16.9
05,111,"Poinsett County, Arkansas",24210,16.9
21,027,"Breckinridge County, Kentucky",20061,16.9
13,221,"Oglethorpe County, Georgia",14688,16.9
19,127,"Marshall County, Iowa",40962,16.9
39,053,"Gallia County, Ohio",30565,16.9
35,057,"Torrance County, New Mexico",15853,16.9
39,105,"Meigs County, Ohio",23473,16.9
21,013,"Bell County, Kentucky",27950,16.9
29,167,"Polk County, Missouri",31107,16.9
48,353,"Nolan County, Texas",15061,16.8
27,137,"St. Louis County, Minnesota",200506,16.8
19,015,"Boone County, Iowa",26401,16.8
72,071,"Isabela Municipio, Puerto Rico",44438,16.8
40,007,"Beaver County, Oklahoma",5530,16.8
54,109,"Wyoming County, West Virginia",22866,16.8
46,135,"Yankton County, South Dakota",22636,16.8
17,141,"Ogle County, Illinois",52397,16.8
21,083,"Graves County, Kentucky",37502,16.8
45,039,"Fairfield County, South Carolina",23108,16.8
31,111,"Lincoln County, Nebraska",35896,16.8
12,023,"Columbia County, Florida",67806,16.8
21,229,"Washington County, Kentucky",11910,16.8
38,007,"Billings County, North Dakota",969,16.8
12,133,"Washington County, Florida",24629,16.8
13,127,"Glynn County, Georgia",81743,16.8
16,075,"Payette County, Idaho",22700,16.8
39,005,"Ashland County, Ohio",53189,16.8
38,057,"Mercer County, North Dakota",8633,16.8
36,063,"Niagara County, New York",214150,16.8
39,073,"Hocking County, Ohio",28914,16.8
42,037,"Columbia County, Pennsylvania",66912,16.8
13,273,"Terrell County, Georgia",9213,16.8
31,155,"Saunders County, Nebraska",20913,16.8
28,129,"Smith County, Mississippi",16257,16.8
39,007,"Ashtabula County, Ohio",99777,16.8
42,035,"Clinton County, Pennsylvania",39614,16.8
19,119,"Lyon County, Iowa",11723,16.8
08,021,"Conejos County, Colorado",8249,16.8
72,011,"A?asco Municipio, Puerto Rico",28579,16.799999999999997
55,089,"Ozaukee County, Wisconsin",87273,16.799999999999997
17,051,"Fayette County, Illinois",22136,16.700000000000003
72,035,"Cayey Municipio, Puerto Rico",46647,16.700000000000003
20,035,"Cowley County, Kansas",36079,16.700000000000003
05,037,"Cross County, Arkansas",17467,16.7
24,035,"Queen Anne's County, Maryland",48600,16.7
39,135,"Preble County, Ohio",41682,16.7
51,109,"Louisa County, Virginia",33986,16.7
47,007,"Bledsoe County, Tennessee",13686,16.7
55,121,"Trempealeau County, Wisconsin",29412,16.7
26,145,"Saginaw County, Michigan",196479,16.7
72,025,"Caguas Municipio, Puerto Rico",138262,16.7
20,191,"Sumner County, Kansas",23638,16.7
05,041,"Desha County, Arkansas",12379,16.7
30,093,"Silver Bow County, Montana",34549,16.7
21,017,"Bourbon County, Kentucky",20013,16.7
05,077,"Lee County, Arkansas",9966,16.7
53,007,"Chelan County, Washington",74267,16.7
16,029,"Caribou County, Idaho",6808,16.7
41,039,"Lane County, Oregon",357060,16.7
41,043,"Linn County, Oregon",118971,16.7
22,041,"Franklin Parish, Louisiana",20550,16.7
40,097,"Mayes County, Oklahoma",41007,16.7
29,049,"Clinton County, Missouri",20498,16.7
29,186,"Ste. Genevieve County, Missouri",17990,16.7
13,197,"Marion County, Georgia",8739,16.7
36,099,"Seneca County, New York",35144,16.7
36,111,"Ulster County, New York",181300,16.7
36,115,"Washington County, New York",62700,16.7
13,307,"Webster County, Georgia",2720,16.7
21,141,"Logan County, Kentucky",26851,16.7
15,007,"Kauai County, Hawaii",69691,16.7
39,109,"Miami County, Ohio",103517,16.7
37,045,"Cleveland County, North Carolina",97178,16.7
54,011,"Cabell County, West Virginia",96824,16.7
17,145,"Perry County, Illinois",21810,16.7
22,091,"St. Helena Parish, Louisiana",10818,16.7
48,047,"Brooks County, Texas",7221,16.7
28,009,"Benton County, Mississippi",8470,16.7
40,013,"Bryan County, Oklahoma",44003,16.7
17,107,"Logan County, Illinois",29956,16.7
28,057,"Itawamba County, Mississippi",23451,16.7
37,145,"Person County, North Carolina",39262,16.7
17,105,"Livingston County, Illinois",37689,16.7
27,149,"Stevens County, Minnesota",9771,16.7
40,149,"Washita County, Oklahoma",11649,16.6
01,009,"Blount County, Alabama",57710,16.6
21,001,"Adair County, Kentucky",18852,16.6
40,089,"McCurtain County, Oklahoma",33143,16.6
21,009,"Barren County, Kentucky",42925,16.6
40,081,"Lincoln County, Oklahoma",34504,16.6
21,123,"Larue County, Kentucky",14149,16.6
42,041,"Cumberland County, Pennsylvania",241427,16.6
72,049,"Culebra Municipio, Puerto Rico",1557,16.6
39,143,"Sandusky County, Ohio",60187,16.6
51,093,"Isle of Wight County, Virginia",35740,16.6
18,101,"Martin County, Indiana",10262,16.6
33,005,"Cheshire County, New Hampshire",76430,16.6
17,101,"Lawrence County, Illinois",16665,16.6
48,459,"Upshur County, Texas",40096,16.6
30,013,"Cascade County, Montana",82090,16.6
17,179,"Tazewell County, Illinois",135697,16.6
37,095,"Hyde County, North Carolina",5693,16.6
05,125,"Saline County, Arkansas",113833,16.6
28,003,"Alcorn County, Mississippi",37319,16.6
18,119,"Owen County, Indiana",21192,16.6
18,151,"Steuben County, Indiana",34267,16.6
05,067,"Jackson County, Arkansas",17597,16.6
51,073,"Gloucester County, Virginia",37001,16.6
39,071,"Highland County, Ohio",43170,16.6
55,111,"Sauk County, Wisconsin",62992,16.6
40,107,"Okfuskee County, Oklahoma",12248,16.599999999999998
42,063,"Indiana County, Pennsylvania",87895,16.599999999999998
36,009,"Cattaraugus County, New York",78962,16.599999999999998
45,007,"Anderson County, South Carolina",191215,16.599999999999998
37,141,"Pender County, North Carolina",55166,16.599999999999998
50,013,"Grand Isle County, Vermont",6952,16.599999999999998
21,107,"Hopkins County, Kentucky",46518,16.599999999999998
48,487,"Wilbarger County, Texas",13158,16.599999999999998
72,059,"Guayanilla Municipio, Puerto Rico",20442,16.599999999999998
27,087,"Mahnomen County, Minnesota",5496,16.599999999999998
18,025,"Crawford County, Indiana",10591,16.599999999999998
35,028,"Los Alamos County, New Mexico",17939,16.599999999999998
36,011,"Cayuga County, New York",79173,16.599999999999998
42,019,"Butler County, Pennsylvania",185689,16.5
40,135,"Sequoyah County, Oklahoma",41464,16.5
40,111,"Okmulgee County, Oklahoma",39446,16.5
34,033,"Salem County, New Jersey",65120,16.5
39,107,"Mercer County, Ohio",40863,16.5
48,365,"Panola County, Texas",23900,16.5
40,079,"Le Flore County, Oklahoma",49899,16.5
48,181,"Grayson County, Texas",122780,16.5
37,049,"Craven County, North Carolina",104450,16.5
48,145,"Falls County, Texas",17410,16.5
