tab 	samples
azimuth	bed_dip	bed_dip_direction	citations	dip	location	method_codes	sample	site	software_packages
238.0	5.0	59.0	This study	51.0	unknown	FS-FD:SO-MAG	is024j	is024	pmagpy-3.22.1
238.0	5.0	59.0	This study	51.0	unknown	FS-FD:SO-MAG	is024k	is024	pmagpy-3.22.1
241.0	5.0	59.0	This study	36.0	unknown	FS-FD:SO-MAG	is024l	is024	pmagpy-3.22.1
278.0	5.0	59.0	This study	92.0	unknown	FS-FD:SO-MAG	is024m	is024	pmagpy-3.22.1
272.0	5.0	59.0	This study	90.0	unknown	FS-FD:SO-MAG	is024n	is024	pmagpy-3.22.1
285.0	5.0	59.0	This study	87.0	unknown	FS-FD:SO-MAG	is024o	is024	pmagpy-3.22.1
267.0	5.0	59.0	This study	97.0	unknown	FS-FD:SO-MAG	is024p	is024	pmagpy-3.22.1
182.0	5.0	59.0	This study	17.0	unknown	FS-FD:SO-MAG	is025a	is025	pmagpy-3.22.1
247.0	5.0	59.0	This study	65.0	unknown	FS-FD:SO-MAG	is025b	is025	pmagpy-3.22.1
183.0	5.0	59.0	This study	61.0	unknown	FS-FD:SO-MAG	is025c	is025	pmagpy-3.22.1
219.0	5.0	59.0	This study	56.0	unknown	FS-FD:SO-MAG	is025d	is025	pmagpy-3.22.1
224.0	5.0	59.0	This study	59.0	unknown	FS-FD:SO-MAG	is025e	is025	pmagpy-3.22.1
250.0	5.0	59.0	This study	71.0	unknown	FS-FD:SO-MAG	is025f	is025	pmagpy-3.22.1
208.0	5.0	59.0	This study	30.0	unknown	FS-FD:SO-MAG	is025g	is025	pmagpy-3.22.1
282.0	5.0	59.0	This study	97.0	unknown	FS-FD:SO-MAG	is026a	is026	pmagpy-3.22.1
239.0	5.0	59.0	This study	85.0	unknown	FS-FD:SO-MAG	is026b	is026	pmagpy-3.22.1
265.0	5.0	59.0	This study	74.0	unknown	FS-FD:SO-MAG	is026c	is026	pmagpy-3.22.1
192.0	5.0	59.0	This study	95.0	unknown	FS-FD:SO-MAG	is026d	is026	pmagpy-3.22.1
168.0	5.0	59.0	This study	79.0	unknown	FS-FD:SO-MAG	is026e	is026	pmagpy-3.22.1
156.0	5.0	59.0	This study	78.0	unknown	FS-FD:SO-MAG	is026f	is026	pmagpy-3.22.1
168.0	5.0	59.0	This study	84.0	unknown	FS-FD:SO-MAG	is026g	is026	pmagpy-3.22.1
140.0	5.0	59.0	This study	82.0	unknown	FS-FD:SO-MAG	is026h	is026	pmagpy-3.22.1
119.0	5.0	59.0	This study	74.0	unknown	FS-FD:SO-MAG	is026i	is026	pmagpy-3.22.1
130.0	5.0	59.0	This study	74.0	unknown	FS-FD:SO-MAG	is026j	is026	pmagpy-3.22.1
286.0	5.0	59.0	This study	56.0	unknown	FS-FD:SO-MAG	is027a	is027	pmagpy-3.22.1
319.0	5.0	59.0	This study	28.0	unknown	FS-FD:SO-MAG	is027b	is027	pmagpy-3.22.1
226.0	5.0	59.0	This study	54.0	unknown	FS-FD:SO-MAG	is027c	is027	pmagpy-3.22.1
290.0	5.0	59.0	This study	31.0	unknown	FS-FD:SO-MAG	is027d	is027	pmagpy-3.22.1
233.0	5.0	59.0	This study	51.0	unknown	FS-FD:SO-MAG	is027e	is027	pmagpy-3.22.1
276.0	5.0	59.0	This study	82.0	unknown	FS-FD:SO-MAG	is027f	is027	pmagpy-3.22.1
215.0	5.0	59.0	This study	60.0	unknown	FS-FD:SO-MAG	is027g	is027	pmagpy-3.22.1
248.0	5.0	59.0	This study	71.0	unknown	FS-FD:SO-MAG	is027h	is027	pmagpy-3.22.1
211.0	5.0	59.0	This study	65.0	unknown	FS-FD:SO-MAG	is027i	is027	pmagpy-3.22.1
228.0	5.0	59.0	This study	90.0	unknown	FS-FD:SO-MAG	is027j	is027	pmagpy-3.22.1
230.0	5.0	59.0	This study	38.0	unknown	FS-FD:SO-MAG	is028a	is028	pmagpy-3.22.1
272.0	5.0	59.0	This study	73.0	unknown	FS-FD:SO-MAG	is028b	is028	pmagpy-3.22.1
259.0	5.0	59.0	This study	47.0	unknown	FS-FD:SO-MAG	is028c	is028	pmagpy-3.22.1
293.0	5.0	59.0	This study	99.0	unknown	FS-FD:SO-MAG	is028d	is028	pmagpy-3.22.1
248.0	5.0	59.0	This study	88.0	unknown	FS-FD:SO-MAG	is028e	is028	pmagpy-3.22.1
220.0	5.0	59.0	This study	111.0	unknown	FS-FD:SO-MAG	is028f	is028	pmagpy-3.22.1
255.0	5.0	59.0	This study	85.0	unknown	FS-FD:SO-MAG	is028g	is028	pmagpy-3.22.1
200.0	5.0	59.0	This study	97.0	unknown	FS-FD:SO-MAG	is028h	is028	pmagpy-3.22.1
169.0	5.0	59.0	This study	32.0	unknown	FS-FD:SO-MAG	is028i	is028	pmagpy-3.22.1
232.0	5.0	59.0	This study	75.0	unknown	FS-FD:SO-MAG	is028j	is028	pmagpy-3.22.1
236.0	5.0	59.0	This study	58.0	unknown	FS-FD:SO-MAG	is028k	is028	pmagpy-3.22.1
223.0	5.0	59.0	This study	60.0	unknown	FS-FD:SO-MAG	is028l	is028	pmagpy-3.22.1
219.0	5.0	59.0	This study	40.0	unknown	FS-FD:SO-MAG	is028m	is028	pmagpy-3.22.1
215.0	5.0	59.0	This study	49.0	unknown	FS-FD:SO-MAG	is028n	is028	pmagpy-3.22.1
149.0	5.0	59.0	This study	31.0	unknown	FS-FD:SO-MAG	is028o	is028	pmagpy-3.22.1
150.0	5.0	59.0	This study	51.0	unknown	FS-FD:SO-MAG	is028p	is028	pmagpy-3.22.1
182.0	5.0	59.0	This study	70.0	unknown	FS-FD:SO-MAG	is028q	is028	pmagpy-3.22.1
168.0	5.0	59.0	This study	73.0	unknown	FS-FD:SO-MAG	is028r	is028	pmagpy-3.22.1
264.0	5.0	59.0	This study	84.0	unknown	FS-FD:SO-MAG	is028w	is028	pmagpy-3.22.1
252.0	5.0	59.0	This study	64.0	unknown	FS-FD:SO-MAG	is029a	is029	pmagpy-3.22.1
241.0	5.0	59.0	This study	54.0	unknown	FS-FD:SO-MAG	is029b	is029	pmagpy-3.22.1
251.0	5.0	59.0	This study	58.0	unknown	FS-FD:SO-MAG	is029c	is029	pmagpy-3.22.1
218.0	5.0	59.0	This study	44.0	unknown	FS-FD:SO-MAG	is029d	is029	pmagpy-3.22.1
232.0	5.0	59.0	This study	59.0	unknown	FS-FD:SO-MAG	is029e	is029	pmagpy-3.22.1
219.0	5.0	59.0	This study	88.0	unknown	FS-FD:SO-MAG	is029f	is029	pmagpy-3.22.1
232.0	5.0	59.0	This study	75.0	unknown	FS-FD:SO-MAG	is030a	is030	pmagpy-3.22.1
222.0	5.0	59.0	This study	74.0	unknown	FS-FD:SO-MAG	is030b	is030	pmagpy-3.22.1
256.0	5.0	59.0	This study	62.0	unknown	FS-FD:SO-MAG	is030c	is030	pmagpy-3.22.1
255.0	5.0	59.0	This study	72.0	unknown	FS-FD:SO-MAG	is030d	is030	pmagpy-3.22.1
249.0	5.0	59.0	This study	63.0	unknown	FS-FD:SO-MAG	is030e	is030	pmagpy-3.22.1
187.0	5.0	59.0	This study	74.0	unknown	FS-FD:SO-MAG	is030f	is030	pmagpy-3.22.1
240.0	5.0	59.0	This study	61.0	unknown	FS-FD:SO-MAG	is030g	is030	pmagpy-3.22.1
206.0	5.0	59.0	This study	63.0	unknown	FS-FD:SO-MAG	is030h	is030	pmagpy-3.22.1
197.0	5.0	59.0	This study	64.0	unknown	FS-FD:SO-MAG	is030i	is030	pmagpy-3.22.1
261.0	5.0	59.0	This study	70.0	unknown	FS-FD:SO-MAG	is031a	is031	pmagpy-3.22.1
191.0	5.0	59.0	This study	15.0	unknown	FS-FD:SO-MAG	is031b	is031	pmagpy-3.22.1
255.0	5.0	59.0	This study	74.0	unknown	FS-FD:SO-MAG	is031c	is031	pmagpy-3.22.1
253.0	5.0	59.0	This study	74.0	unknown	FS-FD:SO-MAG	is031d	is031	pmagpy-3.22.1
256.0	5.0	59.0	This study	70.0	unknown	FS-FD:SO-MAG	is031e	is031	pmagpy-3.22.1
195.0	5.0	59.0	This study	80.0	unknown	FS-FD:SO-MAG	is031f	is031	pmagpy-3.22.1
200.0	5.0	59.0	This study	82.0	unknown	FS-FD:SO-MAG	is031g	is031	pmagpy-3.22.1
200.0	5.0	59.0	This study	67.0	unknown	FS-FD:SO-MAG	is031h	is031	pmagpy-3.22.1
197.0	5.0	59.0	This study	85.0	unknown	FS-FD:SO-MAG	is032a	is032	pmagpy-3.22.1
197.0	5.0	59.0	This study	61.0	unknown	FS-FD:SO-MAG	is032b	is032	pmagpy-3.22.1
183.0	5.0	59.0	This study	71.0	unknown	FS-FD:SO-MAG	is032c	is032	pmagpy-3.22.1
180.0	5.0	59.0	This study	63.0	unknown	FS-FD:SO-MAG	is032d	is032	pmagpy-3.22.1
179.0	5.0	59.0	This study	76.0	unknown	FS-FD:SO-MAG	is032e	is032	pmagpy-3.22.1
141.0	5.0	59.0	This study	55.0	unknown	FS-FD:SO-MAG	is032f	is032	pmagpy-3.22.1
288.0	5.0	59.0	This study	67.0	unknown	FS-FD:SO-MAG	is032g	is032	pmagpy-3.22.1
308.0	5.0	59.0	This study	65.0	unknown	FS-FD:SO-MAG	is032h	is032	pmagpy-3.22.1
277.0	5.0	59.0	This study	92.0	unknown	FS-FD:SO-MAG	is032i	is032	pmagpy-3.22.1
188.0	5.0	59.0	This study	63.0	unknown	FS-FD:SO-MAG	is033a	is033	pmagpy-3.22.1
271.0	5.0	59.0	This study	98.0	unknown	FS-FD:SO-MAG	is033b	is033	pmagpy-3.22.1
214.0	5.0	59.0	This study	75.0	unknown	FS-FD:SO-MAG	is033c	is033	pmagpy-3.22.1
316.0	5.0	59.0	This study	72.0	unknown	FS-FD:SO-MAG	is033d	is033	pmagpy-3.22.1
293.0	5.0	59.0	This study	59.0	unknown	FS-FD:SO-MAG	is033e	is033	pmagpy-3.22.1
290.0	5.0	59.0	This study	55.0	unknown	FS-FD:SO-MAG	is033f	is033	pmagpy-3.22.1
193.0	5.0	59.0	This study	60.0	unknown	FS-FD:SO-MAG	is033g	is033	pmagpy-3.22.1
251.0	5.0	59.0	This study	61.0	unknown	FS-FD:SO-MAG	is033h	is033	pmagpy-3.22.1
271.0	5.0	59.0	This study	63.0	unknown	FS-FD:SO-MAG	is034a	is034	pmagpy-3.22.1
275.0	5.0	59.0	This study	71.0	unknown	FS-FD:SO-MAG	is034b	is034	pmagpy-3.22.1
249.0	5.0	59.0	This study	78.0	unknown	FS-FD:SO-MAG	is034c	is034	pmagpy-3.22.1
203.0	5.0	59.0	This study	61.0	unknown	FS-FD:SO-MAG	is034d	is034	pmagpy-3.22.1
171.0	5.0	59.0	This study	72.0	unknown	FS-FD:SO-MAG	is034e	is034	pmagpy-3.22.1
243.0	5.0	59.0	This study	65.0	unknown	FS-FD:SO-MAG	is034f	is034	pmagpy-3.22.1
246.0	5.0	59.0	This study	60.0	unknown	FS-FD:SO-MAG	is034g	is034	pmagpy-3.22.1
177.0	5.0	59.0	This study	74.0	unknown	FS-FD:SO-MAG	is034h	is034	pmagpy-3.22.1
232.0	5.0	59.0	This study	69.0	unknown	FS-FD:SO-MAG	is034i	is034	pmagpy-3.22.1
246.0	5.0	59.0	This study	69.0	unknown	FS-FD:SO-MAG	is034j	is034	pmagpy-3.22.1
259.0	5.0	59.0	This study	61.0	unknown	FS-FD:SO-MAG	is034k	is034	pmagpy-3.22.1
239.0	5.0	59.0	This study	39.0	unknown	FS-FD:SO-MAG	is034l	is034	pmagpy-3.22.1
231.0	5.0	59.0	This study	81.0	unknown	FS-FD:SO-MAG	is035a	is035	pmagpy-3.22.1
227.0	5.0	59.0	This study	88.0	unknown	FS-FD:SO-MAG	is035c	is035	pmagpy-3.22.1
270.0	5.0	59.0	This study	48.0	unknown	FS-FD:SO-MAG	is035d	is035	pmagpy-3.22.1
234.0	5.0	59.0	This study	57.0	unknown	FS-FD:SO-MAG	is035e	is035	pmagpy-3.22.1
276.0	5.0	59.0	This study	75.0	unknown	FS-FD:SO-MAG	is035f	is035	pmagpy-3.22.1
199.0	5.0	59.0	This study	52.0	unknown	FS-FD:SO-MAG	is035g	is035	pmagpy-3.22.1
214.0	5.0	59.0	This study	63.0	unknown	FS-FD:SO-MAG	is035h	is035	pmagpy-3.22.1
169.0	5.0	59.0	This study	70.0	unknown	FS-FD:SO-MAG	is036a	is036	pmagpy-3.22.1
227.0	5.0	59.0	This study	75.0	unknown	FS-FD:SO-MAG	is036b	is036	pmagpy-3.22.1
233.0	5.0	59.0	This study	56.0	unknown	FS-FD:SO-MAG	is036c	is036	pmagpy-3.22.1
215.0	5.0	59.0	This study	39.0	unknown	FS-FD:SO-MAG	is036d	is036	pmagpy-3.22.1
215.0	5.0	59.0	This study	78.0	unknown	FS-FD:SO-MAG	is036e	is036	pmagpy-3.22.1
211.0	5.0	59.0	This study	71.0	unknown	FS-FD:SO-MAG	is036f	is036	pmagpy-3.22.1
211.0	5.0	59.0	This study	69.0	unknown	FS-FD:SO-MAG	is036g	is036	pmagpy-3.22.1
201.0	5.0	59.0	This study	63.0	unknown	FS-FD:SO-MAG	is036h	is036	pmagpy-3.22.1
256.0	5.0	59.0	This study	63.0	unknown	FS-FD:SO-MAG	is037a	is037	pmagpy-3.22.1
257.0	5.0	59.0	This study	78.0	unknown	FS-FD:SO-MAG	is037b	is037	pmagpy-3.22.1
220.0	5.0	59.0	This study	72.0	unknown	FS-FD:SO-MAG	is037c	is037	pmagpy-3.22.1
250.0	5.0	59.0	This study	85.0	unknown	FS-FD:SO-MAG	is037d	is037	pmagpy-3.22.1
233.0	5.0	59.0	This study	80.0	unknown	FS-FD:SO-MAG	is037e	is037	pmagpy-3.22.1
202.0	5.0	59.0	This study	73.0	unknown	FS-FD:SO-MAG	is037f	is037	pmagpy-3.22.1
180.0	5.0	59.0	This study	73.0	unknown	FS-FD:SO-MAG	is037g	is037	pmagpy-3.22.1
234.0	5.0	59.0	This study	94.0	unknown	FS-FD:SO-MAG	is037h	is037	pmagpy-3.22.1
191.0	5.0	59.0	This study	29.0	unknown	FS-FD:SO-MAG	is037i	is037	pmagpy-3.22.1
212.0	5.0	59.0	This study	66.0	unknown	FS-FD:SO-MAG	is038a	is038	pmagpy-3.22.1
220.0	5.0	59.0	This study	63.0	unknown	FS-FD:SO-MAG	is038b	is038	pmagpy-3.22.1
219.0	5.0	59.0	This study	57.0	unknown	FS-FD:SO-MAG	is038c	is038	pmagpy-3.22.1
232.0	5.0	59.0	This study	65.0	unknown	FS-FD:SO-MAG	is038d	is038	pmagpy-3.22.1
173.0	5.0	59.0	This study	57.0	unknown	FS-FD:SO-MAG	is038e	is038	pmagpy-3.22.1
222.0	5.0	59.0	This study	71.0	unknown	FS-FD:SO-MAG	is039a	is039	pmagpy-3.22.1
289.0	5.0	59.0	This study	82.0	unknown	FS-FD:SO-MAG	is039b	is039	pmagpy-3.22.1
208.0	5.0	59.0	This study	66.0	unknown	FS-FD:SO-MAG	is039c	is039	pmagpy-3.22.1
143.0	5.0	59.0	This study	64.0	unknown	FS-FD:SO-MAG	is039d	is039	pmagpy-3.22.1
171.0	5.0	59.0	This study	66.0	unknown	FS-FD:SO-MAG	is039e	is039	pmagpy-3.22.1
161.0	5.0	59.0	This study	66.0	unknown	FS-FD:SO-MAG	is039f	is039	pmagpy-3.22.1
164.0	5.0	59.0	This study	62.0	unknown	FS-FD:SO-MAG	is039g	is039	pmagpy-3.22.1
163.0	5.0	59.0	This study	77.0	unknown	FS-FD:SO-MAG	is039h	is039	pmagpy-3.22.1
93.0	5.0	59.0	This study	75.0	unknown	FS-FD:SO-MAG	is039i	is039	pmagpy-3.22.1
212.0	5.0	59.0	This study	35.0	unknown	FS-FD:SO-MAG	is040a	is040	pmagpy-3.22.1
243.0	5.0	59.0	This study	43.0	unknown	FS-FD:SO-MAG	is040b	is040	pmagpy-3.22.1
240.0	5.0	59.0	This study	57.0	unknown	FS-FD:SO-MAG	is040c	is040	pmagpy-3.22.1
203.0	5.0	59.0	This study	43.0	unknown	FS-FD:SO-MAG	is040d	is040	pmagpy-3.22.1
224.0	5.0	59.0	This study	29.0	unknown	FS-FD:SO-MAG	is040e	is040	pmagpy-3.22.1
187.0	5.0	59.0	This study	33.0	unknown	FS-FD:SO-MAG	is040f	is040	pmagpy-3.22.1
180.0	5.0	59.0	This study	35.0	unknown	FS-FD:SO-MAG	is040g	is040	pmagpy-3.22.1
303.0	5.0	59.0	This study	85.0	unknown	FS-FD:SO-MAG	is040h	is040	pmagpy-3.22.1
283.0	5.0	59.0	This study	79.0	unknown	FS-FD:SO-MAG	is040i	is040	pmagpy-3.22.1
203.0	5.0	59.0	This study	78.0	unknown	FS-FD:SO-MAG	is040j	is040	pmagpy-3.22.1
243.0	5.0	59.0	This study	70.0	unknown	FS-FD:SO-MAG	is041a	is041	pmagpy-3.22.1
247.0	5.0	59.0	This study	67.0	unknown	FS-FD:SO-MAG	is041b	is041	pmagpy-3.22.1
179.0	5.0	59.0	This study	73.0	unknown	FS-FD:SO-MAG	is041c	is041	pmagpy-3.22.1
222.0	5.0	59.0	This study	81.0	unknown	FS-FD:SO-MAG	is041d	is041	pmagpy-3.22.1
209.0	5.0	59.0	This study	60.0	unknown	FS-FD:SO-MAG	is041e	is041	pmagpy-3.22.1
250.0	5.0	59.0	This study	60.0	unknown	FS-FD:SO-MAG	is041f	is041	pmagpy-3.22.1
267.0	5.0	59.0	This study	82.0	unknown	FS-FD:SO-MAG	is041g	is041	pmagpy-3.22.1
341.0	5.0	59.0	This study	41.0	unknown	FS-FD:SO-MAG	is041h	is041	pmagpy-3.22.1
273.0	5.0	59.0	This study	55.0	unknown	FS-FD:SO-MAG	is041i	is041	pmagpy-3.22.1
299.0	5.0	59.0	This study	22.0	unknown	FS-FD:SO-MAG	is041j	is041	pmagpy-3.22.1
220.0	5.0	59.0	This study	50.0	unknown	FS-FD:SO-MAG	is041k	is041	pmagpy-3.22.1
212.0	5.0	59.0	This study	61.0	unknown	FS-FD:SO-MAG	is041l	is041	pmagpy-3.22.1
241.0	5.0	59.0	This study	39.0	unknown	FS-FD:SO-MAG	is041m	is041	pmagpy-3.22.1
261.0	5.0	59.0	This study	41.0	unknown	FS-FD:SO-MAG	is041n	is041	pmagpy-3.22.1
228.0	5.0	59.0	This study	49.0	unknown	FS-FD:SO-MAG	is042a	is042	pmagpy-3.22.1
220.0	5.0	59.0	This study	31.0	unknown	FS-FD:SO-MAG	is042b	is042	pmagpy-3.22.1
242.0	5.0	59.0	This study	17.0	unknown	FS-FD:SO-MAG	is042c	is042	pmagpy-3.22.1
215.0	5.0	59.0	This study	60.0	unknown	FS-FD:SO-MAG	is042d	is042	pmagpy-3.22.1
208.0	5.0	59.0	This study	72.0	unknown	FS-FD:SO-MAG	is042e	is042	pmagpy-3.22.1
231.0	5.0	59.0	This study	65.0	unknown	FS-FD:SO-MAG	is042f	is042	pmagpy-3.22.1
236.0	5.0	59.0	This study	50.0	unknown	FS-FD:SO-MAG	is042g	is042	pmagpy-3.22.1
234.0	5.0	59.0	This study	28.0	unknown	FS-FD:SO-MAG	is042h	is042	pmagpy-3.22.1
258.0	5.0	59.0	This study	34.0	unknown	FS-FD:SO-MAG	is043a	is043	pmagpy-3.22.1
188.0	5.0	59.0	This study	36.0	unknown	FS-FD:SO-MAG	is043b	is043	pmagpy-3.22.1
253.0	5.0	59.0	This study	15.0	unknown	FS-FD:SO-MAG	is043c	is043	pmagpy-3.22.1
200.0	5.0	59.0	This study	40.0	unknown	FS-FD:SO-MAG	is043d	is043	pmagpy-3.22.1
271.0	5.0	59.0	This study	18.0	unknown	FS-FD:SO-MAG	is043e	is043	pmagpy-3.22.1
234.0	5.0	59.0	This study	52.0	unknown	FS-FD:SO-MAG	is043f	is043	pmagpy-3.22.1
272.0	5.0	59.0	This study	61.0	unknown	FS-FD:SO-MAG	is043g	is043	pmagpy-3.22.1
260.0	5.0	59.0	This study	64.0	unknown	FS-FD:SO-MAG	is044a	is044	pmagpy-3.22.1
183.0	5.0	59.0	This study	91.0	unknown	FS-FD:SO-MAG	is044b	is044	pmagpy-3.22.1
188.0	5.0	59.0	This study	79.0	unknown	FS-FD:SO-MAG	is044c	is044	pmagpy-3.22.1
217.0	5.0	59.0	This study	78.0	unknown	FS-FD:SO-MAG	is044d	is044	pmagpy-3.22.1
196.0	5.0	59.0	This study	25.0	unknown	FS-FD:SO-MAG	is044e	is044	pmagpy-3.22.1
192.0	5.0	59.0	This study	19.0	unknown	FS-FD:SO-MAG	is045a	is045	pmagpy-3.22.1
249.0	5.0	59.0	This study	71.0	unknown	FS-FD:SO-MAG	is045b	is045	pmagpy-3.22.1
220.0	5.0	59.0	This study	55.0	unknown	FS-FD:SO-MAG	is045c	is045	pmagpy-3.22.1
209.0	5.0	59.0	This study	51.0	unknown	FS-FD:SO-MAG	is045d	is045	pmagpy-3.22.1
212.0	5.0	59.0	This study	34.0	unknown	FS-FD:SO-MAG	is045e	is045	pmagpy-3.22.1
228.0	5.0	59.0	This study	30.0	unknown	FS-FD:SO-MAG	is045f	is045	pmagpy-3.22.1
190.0	5.0	59.0	This study	39.0	unknown	FS-FD:SO-MAG	is045g	is045	pmagpy-3.22.1
182.0	5.0	59.0	This study	46.0	unknown	FS-FD:SO-MAG	is046a	is046	pmagpy-3.22.1
206.0	5.0	59.0	This study	51.0	unknown	FS-FD:SO-MAG	is046b	is046	pmagpy-3.22.1
260.0	5.0	59.0	This study	68.0	unknown	FS-FD:SO-MAG	is046c	is046	pmagpy-3.22.1
216.0	5.0	59.0	This study	61.0	unknown	FS-FD:SO-MAG	is046d	is046	pmagpy-3.22.1
255.0	5.0	59.0	This study	26.0	unknown	FS-FD:SO-MAG	is046e	is046	pmagpy-3.22.1
235.0	5.0	59.0	This study	62.0	unknown	FS-FD:SO-MAG	is046f	is046	pmagpy-3.22.1
116.0	5.0	59.0	This study	70.0	unknown	FS-FD:SO-MAG	is047a	is047	pmagpy-3.22.1
198.0	5.0	59.0	This study	82.0	unknown	FS-FD:SO-MAG	is047b	is047	pmagpy-3.22.1
182.0	5.0	59.0	This study	55.0	unknown	FS-FD:SO-MAG	is047c	is047	pmagpy-3.22.1
179.0	5.0	59.0	This study	28.0	unknown	FS-FD:SO-MAG	is047d	is047	pmagpy-3.22.1
173.0	5.0	59.0	This study	59.0	unknown	FS-FD:SO-MAG	is047e	is047	pmagpy-3.22.1
160.0	5.0	59.0	This study	69.0	unknown	FS-FD:SO-MAG	is047f	is047	pmagpy-3.22.1
135.0	5.0	59.0	This study	32.0	unknown	FS-FD:SO-MAG	is047g	is047	pmagpy-3.22.1
237.0	5.0	59.0	This study	39.0	unknown	FS-FD:SO-MAG	is047h	is047	pmagpy-3.22.1
244.0	5.0	59.0	This study	53.0	unknown	FS-FD:SO-MAG	is047i	is047	pmagpy-3.22.1
148.0	5.0	59.0	This study	59.0	unknown	FS-FD:SO-MAG	is048a	is048	pmagpy-3.22.1
174.0	5.0	59.0	This study	24.0	unknown	FS-FD:SO-MAG	is048b	is048	pmagpy-3.22.1
249.0	5.0	59.0	This study	29.0	unknown	FS-FD:SO-MAG	is048c	is048	pmagpy-3.22.1
216.0	5.0	59.0	This study	64.0	unknown	FS-FD:SO-MAG	is048d	is048	pmagpy-3.22.1
249.0	5.0	59.0	This study	91.0	unknown	FS-FD:SO-MAG	is048e	is048	pmagpy-3.22.1
170.0	5.0	59.0	This study	70.0	unknown	FS-FD:SO-MAG	is048f	is048	pmagpy-3.22.1
225.0	5.0	59.0	This study	47.0	unknown	FS-FD:SO-MAG	is048g	is048	pmagpy-3.22.1
221.0	5.0	59.0	This study	61.0	unknown	FS-FD:SO-MAG	is048h	is048	pmagpy-3.22.1
203.0	5.0	59.0	This study	72.0	unknown	FS-FD:SO-MAG	is048i	is048	pmagpy-3.22.1
146.0	5.0	59.0	This study	56.0	unknown	FS-FD:SO-MAG	is049a	is049	pmagpy-3.22.1
241.0	5.0	59.0	This study	37.0	unknown	FS-FD:SO-MAG	is049b	is049	pmagpy-3.22.1
285.0	5.0	59.0	This study	74.0	unknown	FS-FD:SO-MAG	is049c	is049	pmagpy-3.22.1
170.0	5.0	59.0	This study	63.0	unknown	FS-FD:SO-MAG	is049d	is049	pmagpy-3.22.1
247.0	5.0	59.0	This study	61.0	unknown	FS-FD:SO-MAG	is049e	is049	pmagpy-3.22.1
206.0	5.0	59.0	This study	30.0	unknown	FS-FD:SO-MAG	is049f	is049	pmagpy-3.22.1
249.0	5.0	59.0	This study	60.0	unknown	FS-FD:SO-MAG	is049g	is049	pmagpy-3.22.1
272.0	5.0	59.0	This study	35.0	unknown	FS-FD:SO-MAG	is049h	is049	pmagpy-3.22.1
230.0	5.0	59.0	This study	56.0	unknown	FS-FD:SO-MAG	is049i	is049	pmagpy-3.22.1
184.0	5.0	59.0	This study	22.0	unknown	FS-FD:SO-MAG	is050a	is050	pmagpy-3.22.1
229.0	5.0	59.0	This study	48.0	unknown	FS-FD:SO-MAG	is050b	is050	pmagpy-3.22.1
189.0	5.0	59.0	This study	16.0	unknown	FS-FD:SO-MAG	is050c	is050	pmagpy-3.22.1
241.0	5.0	59.0	This study	60.0	unknown	FS-FD:SO-MAG	is050d	is050	pmagpy-3.22.1
216.0	5.0	59.0	This study	32.0	unknown	FS-FD:SO-MAG	is050e	is050	pmagpy-3.22.1
239.0	5.0	59.0	This study	56.0	unknown	FS-FD:SO-MAG	is050f	is050	pmagpy-3.22.1
205.0	5.0	59.0	This study	43.0	unknown	FS-FD:SO-MAG	is050g	is050	pmagpy-3.22.1
152.0	5.0	59.0	This study	42.0	unknown	FS-FD:SO-MAG	is050h	is050	pmagpy-3.22.1
163.0	5.0	59.0	This study	73.0	unknown	FS-FD:SO-MAG	is051a	is051	pmagpy-3.22.1
168.0	5.0	59.0	This study	67.0	unknown	FS-FD:SO-MAG	is051b	is051	pmagpy-3.22.1
276.0	5.0	59.0	This study	77.0	unknown	FS-FD:SO-MAG	is051c	is051	pmagpy-3.22.1
251.0	5.0	59.0	This study	42.0	unknown	FS-FD:SO-MAG	is051d	is051	pmagpy-3.22.1
235.0	5.0	59.0	This study	76.0	unknown	FS-FD:SO-MAG	is051e	is051	pmagpy-3.22.1
199.0	5.0	59.0	This study	51.0	unknown	FS-FD:SO-MAG	is051f	is051	pmagpy-3.22.1
212.0	5.0	59.0	This study	50.0	unknown	FS-FD:SO-MAG	is051g	is051	pmagpy-3.22.1
196.0	5.0	59.0	This study	63.0	unknown	FS-FD:SO-MAG	is051h	is051	pmagpy-3.22.1
292.0	5.0	59.0	This study	79.0	unknown	FS-FD:SO-MAG	is051i	is051	pmagpy-3.22.1
228.0	5.0	59.0	This study	52.0	unknown	FS-FD:SO-MAG	is051j	is051	pmagpy-3.22.1
211.0	5.0	59.0	This study	71.0	unknown	FS-FD:SO-MAG	is052a	is052	pmagpy-3.22.1
194.0	5.0	59.0	This study	67.0	unknown	FS-FD:SO-MAG	is052b	is052	pmagpy-3.22.1
231.0	5.0	59.0	This study	32.0	unknown	FS-FD:SO-MAG	is052c	is052	pmagpy-3.22.1
213.0	5.0	59.0	This study	64.0	unknown	FS-FD:SO-MAG	is052d	is052	pmagpy-3.22.1
221.0	5.0	59.0	This study	67.0	unknown	FS-FD:SO-MAG	is052e	is052	pmagpy-3.22.1
204.0	5.0	59.0	This study	42.0	unknown	FS-FD:SO-MAG	is052f	is052	pmagpy-3.22.1
280.0	5.0	59.0	This study	73.0	unknown	FS-FD:SO-MAG	is052g	is052	pmagpy-3.22.1
215.0	5.0	59.0	This study	71.0	unknown	FS-FD:SO-MAG	is052h	is052	pmagpy-3.22.1
