tab 	samples
azimuth	citations	criteria	description	dip	dir_dec	dir_inc	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_nrm_origin	dir_polarity	dir_tilt_correction	geologic_classes	geologic_types	int_abs	int_abs_sigma	int_abs_sigma_perc	int_n_specimens	lat	lithologies	lon	method_codes	orientation_quality	result_quality	result_type	sample	site	specimens
290.2	This study			-37.0									Igneous:Extrusive	Lava Flow					43.305040000000005	Basalt	247.732	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr29a	sr29	
	This study	DE-SPEC	sample direction.		6.3	62.8	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-T		g	i	sr29a	sr29	sr29a1
	This study	DE-SPEC	sample direction.		4.0	61.7	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-T		g	i	sr29a	sr29	sr29a2
298.2	This study			-91.0									Igneous:Extrusive	Lava Flow					43.305040000000005	Basalt	247.732	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr29b	sr29	
	This study	DE-SPEC	sample direction.		5.8	61.9	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-T		g	i	sr29b	sr29	sr29b1
295.2	This study			-75.0									Igneous:Extrusive	Lava Flow					43.305040000000005	Basalt	247.732	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr29c	sr29	
	This study	DE-SPEC	sample direction.		11.6	61.3	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-T		g	i	sr29c	sr29	sr29c1
305.2	This study			-66.0									Igneous:Extrusive	Lava Flow					43.305040000000005	Basalt	247.732	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr29d	sr29	
325.2	This study			-34.0									Igneous:Extrusive	Lava Flow					43.305040000000005	Basalt	247.732	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr29e	sr29	
	This study	DE-SPEC	sample direction.		16.4	64.4	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-T		g	i	sr29e	sr29	sr29e3
317.2	This study			-62.0									Igneous:Extrusive	Lava Flow					43.305040000000005	Basalt	247.732	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr29f	sr29	
304.2	This study			-68.0									Igneous:Extrusive	Lava Flow					43.305040000000005	Basalt	247.732	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr29g	sr29	
	This study	DE-SPEC	sample direction.		9.4	61.8	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-T		g	i	sr29g	sr29	sr29g1
	This study	DE-SPEC	sample direction.		12.9	62.9	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF		g	i	sr29g	sr29	sr29g2
308.2	This study			-57.0									Igneous:Extrusive	Lava Flow					43.305040000000005	Basalt	247.732	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr29h	sr29	
	This study	DE-SPEC	sample direction.		9.9	64.9	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-T		g	i	sr29h	sr29	sr29h1
316.2	This study			-88.0									Igneous:Extrusive	Lava Flow					43.305040000000005	Basalt	247.732	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr29i	sr29	
319.2	This study			-59.0									Igneous:Extrusive	Lava Flow					43.305040000000005	Basalt	247.732	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr29j	sr29	
19.6	This study			-67.0									Igneous:Extrusive	Lava Flow					43.36817	Basalt	247.345	FS-FD:SO-POM:SO-SUN	g	g	i	sr30a	sr30	
	This study	DE-SPEC	sample direction.		14.2	64.3	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	i	sr30a	sr30	sr30a1
	This study	DE-SPEC	sample direction.		9.9	62.1	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	i	sr30a	sr30	sr30a2
	This study	IE-SPEC	sample intensity.												4.85e-05	0.0	0.0	1.0				IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI:LP-PI-TRM		g	i	sr30a	sr30	sr30a2
44.2	This study			-32.0									Igneous:Extrusive	Lava Flow					43.36817	Basalt	247.345	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr30b	sr30	
	This study	DE-SPEC	sample direction.		7.5	67.4	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF		g	i	sr30b	sr30	sr30b2
37.0	This study			-73.0									Igneous:Extrusive	Lava Flow					43.36817	Basalt	247.345	FS-FD:SO-POM:SO-SUN	g	g	i	sr30c	sr30	
	This study	DE-SPEC	sample direction.		359.4	65.9	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	i	sr30c	sr30	sr30c1
26.6	This study			-76.0									Igneous:Extrusive	Lava Flow					43.36817	Basalt	247.345	FS-FD:SO-POM:SO-SUN	g	g	i	sr30d	sr30	
	This study	DE-SPEC	sample direction.		9.4	70.7	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	i	sr30d	sr30	sr30d2
95.0	This study			-54.0									Igneous:Extrusive	Lava Flow					43.36817	Basalt	247.345	FS-FD:SO-POM:SO-SUN	g	g	i	sr30e	sr30	
	This study	DE-SPEC	sample direction.		4.2	70.5	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	i	sr30e	sr30	sr30e1
4.9	This study			-78.0									Igneous:Extrusive	Lava Flow					43.36817	Basalt	247.345	FS-FD:SO-POM:SO-SUN	g	g	i	sr30f	sr30	
22.7	This study			-50.0									Igneous:Extrusive	Lava Flow					43.36817	Basalt	247.345	FS-FD:SO-POM:SO-SUN	g	g	i	sr30g	sr30	
38.1	This study			-63.0									Igneous:Extrusive	Lava Flow					43.36817	Basalt	247.345	FS-FD:SO-POM:SO-SUN	g	g	i	sr30h	sr30	
86.5	This study			-49.0									Igneous:Extrusive	Lava Flow					43.36817	Basalt	247.345	FS-FD:SO-POM:SO-SUN	g	g	i	sr30i	sr30	
	This study	DE-SPEC	sample direction.		6.7	65.8	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	i	sr30i	sr30	sr30i1
65.8	This study			-55.0									Igneous:Extrusive	Lava Flow					43.36817	Basalt	247.345	FS-FD:SO-POM:SO-SUN	g	g	i	sr30j	sr30	
17.2	This study			-36.0									Igneous:Extrusive	Lava Flow					43.42133	Basalt	247.25599999999997	FS-FD:SO-POM:SO-SUN	g	g	i	sr31a	sr31	
	This study	DE-SPEC	sample direction.		23.9	54.0	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	i	sr31a	sr31	sr31a1
	This study	DE-SPEC	sample direction.		24.8	54.9	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	i	sr31a	sr31	sr31a2
21.7	This study			-16.0									Igneous:Extrusive	Lava Flow					43.42133	Basalt	247.25599999999997	FS-FD:SO-POM:SO-SUN	g	g	i	sr31b	sr31	
	This study	DE-SPEC	sample direction.		19.5	54.2	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	i	sr31b	sr31	sr31b1
	This study	DE-SPEC	sample direction.		21.7	53.8	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	i	sr31b	sr31	sr31b3
358.9	This study			-28.0									Igneous:Extrusive	Lava Flow					43.42133	Basalt	247.25599999999997	FS-FD:SO-POM:SO-SUN	g	g	i	sr31c	sr31	
	This study	DE-SPEC	sample direction.		25.2	55.1	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	i	sr31c	sr31	sr31c1
46.6	This study			-25.0									Igneous:Extrusive	Lava Flow					43.42133	Basalt	247.25599999999997	FS-FD:SO-POM:SO-SUN	g	g	i	sr31d	sr31	
	This study	DE-SPEC	sample direction.		24.3	52.5	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	i	sr31d	sr31	sr31d1
31.8	This study			-29.0									Igneous:Extrusive	Lava Flow					43.42133	Basalt	247.25599999999997	FS-FD:SO-POM:SO-SUN	g	g	i	sr31e	sr31	
52.2	This study			-57.0									Igneous:Extrusive	Lava Flow					43.42133	Basalt	247.25599999999997	FS-FD:SO-POM:SO-SUN	g	g	i	sr31f	sr31	
	This study	DE-SPEC	sample direction.		26.8	52.4	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	i	sr31f	sr31	sr31f1
61.9	This study			-25.0									Igneous:Extrusive	Lava Flow					43.42133	Basalt	247.25599999999997	FS-FD:SO-POM:SO-SUN	g	g	i	sr31g	sr31	
89.2	This study			-67.0									Igneous:Extrusive	Lava Flow					43.42133	Basalt	247.25599999999997	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr31h	sr31	
	This study	DE-SPEC	sample direction.		19.4	54.7	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF		g	i	sr31h	sr31	sr31h2
50.2	This study			-70.0									Igneous:Extrusive	Lava Flow					43.42133	Basalt	247.25599999999997	FS-FD:SO-POM:SO-SUN	g	g	i	sr31i	sr31	
21.6	This study			-69.0									Igneous:Extrusive	Lava Flow					43.42133	Basalt	247.25599999999997	FS-FD:SO-POM:SO-SUN	g	g	i	sr31j	sr31	
154.1	This study			-22.0									Igneous:Extrusive	Lava Flow					43.8859	Basalt	247.199	FS-FD:SO-POM:SO-SUN	g	g	i	sr34a	sr34	
	This study	DE-SPEC	sample direction.		209.5	-47.9	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	i	sr34a	sr34	sr34a1
153.8	This study			-16.0									Igneous:Extrusive	Lava Flow					43.8859	Basalt	247.199	FS-FD:SO-POM:SO-SUN	g	g	i	sr34b	sr34	
115.2	This study			-29.0									Igneous:Extrusive	Lava Flow					43.8859	Basalt	247.199	FS-FD:SO-POM:SO-SUN	g	g	i	sr34c	sr34	
	This study	DE-SPEC	sample direction.		201.4	-50.4	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	i	sr34c	sr34	sr34c1
141.3	This study			-12.0									Igneous:Extrusive	Lava Flow					43.8859	Basalt	247.199	FS-FD:SO-POM:SO-SUN	g	g	i	sr34d	sr34	
142.4	This study			-19.0									Igneous:Extrusive	Lava Flow					43.8859	Basalt	247.199	FS-FD:SO-POM:SO-SUN	g	g	i	sr34e	sr34	
123.9	This study			-7.0									Igneous:Extrusive	Lava Flow					43.8859	Basalt	247.199	FS-FD:SO-POM:SO-SUN	g	g	i	sr34f	sr34	
	This study	DE-SPEC	sample direction.		206.6	-48.7	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF		g	i	sr34f	sr34	sr34f2
	This study		sample direction.		234.3	40.3	1.0	0.0	1.0	p	n	0.0										DA-DIR-GEO:DE-BFP:SO-SUN:LP-DIR-T		g	i	sr34f	sr34	sr34f3
266.1	This study			-35.0									Igneous:Extrusive	Lava Flow					43.8859	Basalt	247.199	FS-FD:SO-POM:SO-SUN	g	g	i	sr34g	sr34	
292.2	This study			-21.0									Igneous:Extrusive	Lava Flow					43.8859	Basalt	247.199	FS-FD:SO-POM:SO-SUN	g	g	i	sr34h	sr34	
313.7	This study			-35.0									Igneous:Extrusive	Lava Flow					43.8859	Basalt	247.199	FS-FD:SO-POM:SO-SUN	g	g	i	sr34i	sr34	
	This study	DE-SPEC	sample direction.		200.7	-52.8	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF		g	i	sr34i	sr34	sr34i3
255.5	This study			-14.0									Igneous:Extrusive	Lava Flow					43.8859	Basalt	247.199	FS-FD:SO-POM:SO-SUN	g	g	i	sr34j	sr34	
	This study	DE-SPEC	sample direction.		205.3	-50.9	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	i	sr34j	sr34	sr34j1
311.0	This study			-36.0									Igneous:Extrusive	Lava Flow					43.8859	Basalt	247.199	FS-FD:SO-POM:SO-SUN	g	g	i	sr34k	sr34	
	This study	DE-SPEC	sample direction.		208.6	-48.5	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	i	sr34k	sr34	sr34k1
	This study	IE-SPEC	sample intensity.												8.51e-05	0.0	0.0	1.0				IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM		g	i	sr34k	sr34	sr34k1
43.3	This study			-41.0									Igneous:Extrusive	Lava Flow					43.842729999999996	Basalt	247.37599999999998	FS-FD:SO-POM:SO-SUN	g	g	i	sr36a	sr36	
	This study	DE-SPEC	sample direction.		199.7	-64.0	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF		g	i	sr36a	sr36	sr36a2
54.9	This study			-69.0									Igneous:Extrusive	Lava Flow					43.842729999999996	Basalt	247.37599999999998	FS-FD:SO-POM:SO-SUN	g	g	i	sr36b	sr36	
	This study	DE-SPEC	sample direction.		194.7	-60.0	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF		g	i	sr36b	sr36	sr36b1
40.1	This study			-75.0									Igneous:Extrusive	Lava Flow					43.842729999999996	Basalt	247.37599999999998	FS-FD:SO-POM:SO-SUN	g	g	i	sr36c	sr36	
	This study	DE-SPEC	sample direction.		215.5	-61.0	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF		g	i	sr36c	sr36	sr36c1
37.5	This study			-84.0									Igneous:Extrusive	Lava Flow					43.842729999999996	Basalt	247.37599999999998	FS-FD:SO-POM:SO-SUN	g	g	i	sr36d	sr36	
	This study	DE-SPEC	sample direction.		185.0	-73.7	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF		g	i	sr36d	sr36	sr36d1
354.1	This study			-75.0									Igneous:Extrusive	Lava Flow					43.842729999999996	Basalt	247.37599999999998	FS-FD:SO-POM:SO-SUN	g	g	i	sr36e	sr36	
	This study	DE-SPEC	sample direction.		193.4	-69.4	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF		g	i	sr36e	sr36	sr36e1
348.6	This study			-75.0									Igneous:Extrusive	Lava Flow					43.842729999999996	Basalt	247.37599999999998	FS-FD:SO-POM:SO-SUN	g	g	i	sr36f	sr36	
33.2	This study			-66.0									Igneous:Extrusive	Lava Flow					43.842729999999996	Basalt	247.37599999999998	FS-FD:SO-POM:SO-SUN	g	g	i	sr36g	sr36	
36.1	This study			-71.0									Igneous:Extrusive	Lava Flow					43.842729999999996	Basalt	247.37599999999998	FS-FD:SO-POM:SO-SUN	g	g	i	sr36h	sr36	
347.7	This study			-80.0									Igneous:Extrusive	Lava Flow					43.842729999999996	Basalt	247.37599999999998	FS-FD:SO-POM:SO-SUN	g	g	i	sr36i	sr36	
	This study	DE-SPEC	sample direction.		191.0	-63.1	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF		g	i	sr36i	sr36	sr36i2
16.6	This study			-54.0									Igneous:Extrusive	Lava Flow					43.842729999999996	Basalt	247.37599999999998	FS-FD:SO-POM:SO-SUN	g	g	i	sr36j	sr36	
79.1	This study			-82.0									Igneous:Extrusive	Lava Flow					43.53289	Basalt	248.3	FS-FD:SO-POM:SO-SUN	g	g	i	sr37a	sr37	
	This study	DE-SPEC	sample direction.		177.4	-50.9	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	i	sr37a	sr37	sr37a2
88.8	This study			-76.0									Igneous:Extrusive	Lava Flow					43.53289	Basalt	248.3	FS-FD:SO-POM:SO-SUN	g	g	i	sr37b	sr37	
112.2	This study			-91.0									Igneous:Extrusive	Lava Flow					43.53289	Basalt	248.3	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr37c	sr37	
119.2	This study			-98.0									Igneous:Extrusive	Lava Flow					43.53289	Basalt	248.3	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr37d	sr37	
109.2	This study			-84.0									Igneous:Extrusive	Lava Flow					43.53289	Basalt	248.3	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr37e	sr37	
25.6	This study			-49.0									Igneous:Extrusive	Lava Flow					43.53289	Basalt	248.3	FS-FD:SO-POM:SO-SUN	g	g	i	sr37f	sr37	
23.2	This study			-60.0									Igneous:Extrusive	Lava Flow					43.53289	Basalt	248.3	FS-FD:SO-POM:SO-SUN	g	g	i	sr37g	sr37	
40.7	This study			-65.0									Igneous:Extrusive	Lava Flow					43.53289	Basalt	248.3	FS-FD:SO-POM:SO-SUN	g	g	i	sr37h	sr37	
58.8	This study			-75.0									Igneous:Extrusive	Lava Flow					43.53289	Basalt	248.3	FS-FD:SO-POM:SO-SUN	g	g	i	sr37i	sr37	
	This study	DE-SPEC	sample direction.		166.5	-56.9	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	i	sr37i	sr37	sr37i2
62.3	This study			-54.0									Igneous:Extrusive	Lava Flow					43.53289	Basalt	248.3	FS-FD:SO-POM:SO-SUN	g	g	i	sr37j	sr37	
	This study	DE-SPEC	sample direction.		170.4	-54.4	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	i	sr37j	sr37	sr37j1
	This study		sample direction.		56.9	-17.1	1.0	0.0	1.0	p	n	0.0										DA-DIR-GEO:DE-BFP:SO-SUN:LP-DIR-AF		g	i	sr37j	sr37	sr37j2
	This study	IE-SPEC	sample intensity.												3.96e-05	0.0	0.0	1.0				IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM		g	i	sr37j	sr37	sr37j1
46.2	This study			-76.0									Igneous:Extrusive	Lava Flow					43.574940000000005	Basalt	248.266	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr39a	sr39	
	This study	DE-SPEC	sample direction.		188.0	-43.4	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-T		g	i	sr39a	sr39	sr39a1
108.2	This study			-84.0									Igneous:Extrusive	Lava Flow					43.574940000000005	Basalt	248.266	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr39b	sr39	
	This study	DE-SPEC	sample direction.		190.3	-43.5	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-T		g	i	sr39b	sr39	sr39b1
85.2	This study			-95.0									Igneous:Extrusive	Lava Flow					43.574940000000005	Basalt	248.266	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr39c	sr39	
12.2	This study			-89.0									Igneous:Extrusive	Lava Flow					43.574940000000005	Basalt	248.266	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr39d	sr39	
70.5	This study			-90.0									Igneous:Extrusive	Lava Flow					43.574940000000005	Basalt	248.266	FS-FD:SO-POM:SO-SUN	g	g	i	sr39e	sr39	
65.2	This study			-29.0									Igneous:Extrusive	Lava Flow					43.574940000000005	Basalt	248.266	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr39f	sr39	
77.2	This study			-87.0									Igneous:Extrusive	Lava Flow					43.574940000000005	Basalt	248.266	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr39g	sr39	
	This study	DE-SPEC	sample direction.		185.1	-51.0	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF		g	i	sr39g	sr39	sr39g3
122.2	This study			-89.0									Igneous:Extrusive	Lava Flow					43.574940000000005	Basalt	248.266	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr39h	sr39	
	This study	DE-SPEC	sample direction.		178.0	-51.8	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF		g	i	sr39h	sr39	sr39h3
127.2	This study			-94.0									Igneous:Extrusive	Lava Flow					43.574940000000005	Basalt	248.266	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr39i	sr39	
	This study	DE-SPEC	sample direction.		200.8	-46.2	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-T		g	i	sr39i	sr39	sr39i1
79.5	This study			-84.0									Igneous:Extrusive	Lava Flow					43.574940000000005	Basalt	248.266	FS-FD:SO-POM:SO-SUN	g	g	i	sr39j	sr39	
	This study	DE-SPEC	sample direction.		185.1	-45.9	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	i	sr39j	sr39	sr39j2
67.0	This study			-74.0									Igneous:Extrusive	Lava Flow					44.15663	Basalt	248.574	FS-FD:SO-POM:SO-SUN	g	g	i	sr40a	sr40	
	This study	DE-SPEC	sample direction.		190.3	-60.3	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	i	sr40a	sr40	sr40a1
104.1	This study			-39.0									Igneous:Extrusive	Lava Flow					44.15663	Basalt	248.574	FS-FD:SO-POM:SO-SUN	g	g	i	sr40b	sr40	
74.0	This study			-40.0									Igneous:Extrusive	Lava Flow					44.15663	Basalt	248.574	FS-FD:SO-POM:SO-SUN	g	g	i	sr40c	sr40	
	This study	DE-SPEC	sample direction.		194.4	-62.7	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	i	sr40c	sr40	sr40c2
87.9	This study			-53.0									Igneous:Extrusive	Lava Flow					44.15663	Basalt	248.574	FS-FD:SO-POM:SO-SUN	g	g	i	sr40d	sr40	
54.9	This study			-47.0									Igneous:Extrusive	Lava Flow					44.15663	Basalt	248.574	FS-FD:SO-POM:SO-SUN	g	g	i	sr40e	sr40	
	This study	DE-SPEC	sample direction.		190.7	-62.7	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	i	sr40e	sr40	sr40e1
75.3	This study			-60.0									Igneous:Extrusive	Lava Flow					44.15663	Basalt	248.574	FS-FD:SO-POM:SO-SUN	g	g	i	sr40f	sr40	
	This study	DE-SPEC	sample direction.		192.9	-64.3	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF		g	i	sr40f	sr40	sr40f3
66.1	This study			-42.0									Igneous:Extrusive	Lava Flow					44.15663	Basalt	248.574	FS-FD:SO-POM:SO-SUN	g	g	i	sr40g	sr40	
	This study	DE-SPEC	sample direction.		195.7	-53.5	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	i	sr40g	sr40	sr40g1
84.5	This study			-67.0									Igneous:Extrusive	Lava Flow					44.15663	Basalt	248.574	FS-FD:SO-POM:SO-SUN	g	g	i	sr40h	sr40	
79.1	This study			-71.0									Igneous:Extrusive	Lava Flow					44.15663	Basalt	248.574	FS-FD:SO-POM:SO-SUN	g	g	i	sr40i	sr40	
86.7	This study			-62.0									Igneous:Extrusive	Lava Flow					44.15663	Basalt	248.574	FS-FD:SO-POM:SO-SUN	g	g	i	sr40j	sr40	
91.2	This study			-56.0									Igneous:Extrusive	Lava Flow					44.18629	Basalt	248.672	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr42a	sr42	
83.2	This study			-74.0									Igneous:Extrusive	Lava Flow					44.18629	Basalt	248.672	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr42b	sr42	
	This study	DE-SPEC	sample direction.		14.6	51.5	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-T		g	i	sr42b	sr42	sr42b1
82.2	This study			-17.0									Igneous:Extrusive	Lava Flow					44.18629	Basalt	248.672	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr42c	sr42	
	This study	DE-SPEC	sample direction.		24.1	54.4	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF		g	i	sr42c	sr42	sr42c3
0.7	This study			-77.0									Igneous:Extrusive	Lava Flow					44.18629	Basalt	248.672	FS-FD:SO-POM:SO-SUN	g	g	i	sr42d	sr42	
96.1	This study			-78.0									Igneous:Extrusive	Lava Flow					44.18629	Basalt	248.672	FS-FD:SO-POM:SO-SUN	g	g	i	sr42e	sr42	
66.6	This study			-44.0									Igneous:Extrusive	Lava Flow					44.18629	Basalt	248.672	FS-FD:SO-POM:SO-SUN	g	g	i	sr42f	sr42	
	This study	DE-SPEC	sample direction.		108.7	45.6	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF		g	i	sr42f	sr42	sr42f2
99.0	This study			-81.0									Igneous:Extrusive	Lava Flow					44.18629	Basalt	248.672	FS-FD:SO-POM:SO-SUN	g	g	i	sr42g	sr42	
21.4	This study			-58.0									Igneous:Extrusive	Lava Flow					44.18629	Basalt	248.672	FS-FD:SO-POM:SO-SUN	g	g	i	sr42h	sr42	
	This study	DE-SPEC	sample direction.		9.1	15.7	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF		g	i	sr42h	sr42	sr42h2
51.2	This study			-72.0									Igneous:Extrusive	Lava Flow					44.18629	Basalt	248.672	FS-FD:SO-POM:SO-SUN	g	g	i	sr42i	sr42	
351.0	This study			-70.0									Igneous:Extrusive	Lava Flow					44.18629	Basalt	248.672	FS-FD:SO-POM:SO-SUN	g	g	i	sr42j	sr42	
	This study	DE-SPEC	sample direction.		333.9	53.5	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF		g	i	sr42j	sr42	sr42j2
