tab 	specimens
citations	description	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_measurements	dir_nrm_origin	dir_polarity	dir_tilt_correction	geologic_classes	geologic_types	int_abs	int_b	int_b_beta	int_b_sigma	int_corr	int_drats	int_f	int_fvds	int_mad_free	int_md	int_n_measurements	int_n_ptrm	int_q	int_rsc	int_scat	int_treat_dc_field	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	result_type	sample	specimen
This study	Recalculated from original measurements; supercedes published results.		14.1	45.9	3.0	4.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.12	0.06	T	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-AF	g	i	sr23g	sr23g1
This study	Recalculated from original measurements; supercedes published results.		158.7	-60.5	1.2	6.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.18	0.08	T	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-AF	g	i	sr24a	sr24a1
This study	Recalculated from original measurements; supercedes published results.		159.9	-61.0	0.9	9.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.18	0.03	T	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-AF	g	i	sr24b	sr24b3
This study	Recalculated from original measurements; supercedes published results.		156.9	-62.4	1.5	9.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.18	0.03	T	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-AF	g	i	sr24c	sr24c2
This study	Recalculated from original measurements; supercedes published results.		167.3	-66.9	1.2	11.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.18	0.01	T	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-AF	g	i	sr24d	sr24d1
This study	Recalculated from original measurements; supercedes published results.		174.0	-59.4	2.7	6.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	848.0	723.0	K	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-T	g	i	sr24i	sr24i2
This study	Recalculated from original measurements; supercedes published results.		196.7	-61.4	7.4	9.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.14	0.01	T	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-AF	g	i	sr24j	sr24j2
This study	Recalculated from original measurements; supercedes published results.		1.5	59.6	1.3	8.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.18	0.04	T	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-AF	g	i	sr25b	sr25b2
This study	Recalculated from original measurements; supercedes published results.		179.9	33.8	11.8	15.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	873.0	273.0	K	DA-DIR-GEO:DE-BFP:SO-CMD-NORTH:DE-BFP:LP-DIR-T	g	i	sr25c	sr25c2
This study	Recalculated from original measurements; supercedes published results.		10.3	64.1	1.6	8.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.18	0.04	T	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-AF	g	i	sr25d	sr25d2
This study	Recalculated from original measurements; supercedes published results.		0.1	60.8	1.2	9.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.18	0.03	T	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-AF	g	i	sr25e	sr25e2
This study	Recalculated from original measurements; supercedes published results.		1.5	63.8	2.0	11.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.18	0.01	T	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-AF	g	i	sr25f	sr25f3
This study	Recalculated from original measurements; supercedes published results.		1.9	60.9	2.8	11.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.18	0.01	T	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-AF	g	i	sr25h	sr25h1
This study	Recalculated from original measurements; supercedes published results.		2.6	60.1	1.1	9.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.18	0.03	T	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-AF	g	i	sr26a	sr26a3
This study	Recalculated from original measurements; supercedes published results.		359.5	57.4	1.0	6.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	848.0	723.0	K	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-T	g	i	sr26b	sr26b2
This study	Recalculated from original measurements; supercedes published results.		17.5	66.0	4.4	7.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.16	0.04	T	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-AF	g	i	sr26c	sr26c3
This study	Recalculated from original measurements; supercedes published results.		340.9	-22.6	2.4	14.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	848.0	273.0	K	DA-DIR-GEO:DE-BFP:SO-SUN:DE-BFP:LP-DIR-T	g	i	sr26e	sr26e2
This study	Recalculated from original measurements; supercedes published results.		356.5	62.8	0.9	8.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.18	0.04	T	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-AF	g	i	sr26e	sr26e3
This study	Recalculated from original measurements; supercedes published results.		341.3	65.6	4.7	8.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.18	0.04	T	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-AF	g	i	sr26f	sr26f1
This study	Recalculated from original measurements; supercedes published results.		22.5	-22.9	8.3	14.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	848.0	273.0	K	DA-DIR-GEO:DE-BFP:SO-SUN:DE-BFP:LP-DIR-T	g	i	sr26g	sr26g1
This study	Recalculated from original measurements; supercedes published results.		353.1	56.9	0.7	11.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.18	0.01	T	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-AF	g	i	sr26i	sr26i1
This study	Recalculated from original measurements; supercedes published results.		288.8	-15.6	3.1	11.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.16	0.0	T	DA-DIR-GEO:DE-BFP:SO-CMD-NORTH:DE-BFP:LP-DIR-AF	g	i	sr27a	sr27a2
This study	Recalculated from original measurements; supercedes published results.		191.7	-16.8	3.5	12.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.18	0.0	T	DA-DIR-GEO:DE-BFP:SO-CMD-NORTH:DE-BFP:LP-DIR-AF	g	i	sr27c	sr27c1
This study	Recalculated from original measurements; supercedes published results.		229.6	72.5	1.7	9.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	798.0	473.0	K	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-T	g	i	sr27c	sr27c2
This study	Recalculated from original measurements; supercedes published results.		218.6	70.4	1.7	9.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	798.0	473.0	K	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-T	g	i	sr27d	sr27d1
This study	Recalculated from original measurements; supercedes published results.		210.6	-16.9	1.5	11.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.18	0.01	T	DA-DIR-GEO:DE-BFP:SO-CMD-NORTH:DE-BFP:LP-DIR-AF	g	i	sr27e	sr27e2
This study	Recalculated from original measurements; supercedes published results.		194.5	-51.9	3.0	8.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.18	0.04	T	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-AF	g	i	sr28a	sr28a1
This study	Recalculated from original measurements; supercedes published results.	4.7	19.1	12.3			p	n	-1.0	Igneous:Extrusive	Lava Flow	5.429999999999999e-05	-1.358	0.131	0.17800000000000002	u	1.1	0.685	0.517	3.2	-1.0	6.0	5.0	3.8	0.9322	True	4e-05	Basalt	823.0	623.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr28b	sr28b1
This study	Recalculated from original measurements; supercedes published results.		210.0	-55.0	2.0	4.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	823.0	723.0	K	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-T	g	i	sr28b	sr28b1
This study	Recalculated from original measurements; supercedes published results.	1.2	28.6	22.0			p	n	-1.0	Igneous:Extrusive	Lava Flow	2.18e-05	-0.545	0.10400000000000001	0.057	u	1.1	0.7879999999999999	0.524	1.2	3.0	5.0	5.0	5.4	0.9677	True	4e-05	Basalt	848.0	723.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr28c	sr28c1
This study	Recalculated from original measurements; supercedes published results.		195.1	-51.5	1.7	10.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	848.0	473.0	K	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-T	g	i	sr28c	sr28c1
This study	Recalculated from original measurements; supercedes published results.		192.9	-54.1	3.0	7.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	848.0	673.0	K	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-T	g	i	sr28c	sr28c2
This study	Recalculated from original measurements; supercedes published results.	1.1	36.4	28.7			p	n	-1.0	Igneous:Extrusive	Lava Flow	4.51e-05	-1.127	0.141	0.159	u	10.5	0.665	0.493	1.3	-1.0	5.0	5.0	3.2	0.9412	True	4e-05	Basalt	823.0	673.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr28e	sr28e1
This study	Recalculated from original measurements; supercedes published results.		200.9	-46.8	2.0	9.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	823.0	473.0	K	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-T	g	i	sr28e	sr28e1
This study	Recalculated from original measurements; supercedes published results.	1.4	30.3	15.8			p	n	-1.0	Igneous:Extrusive	Lava Flow	4.14e-05	-1.035	0.122	0.126	u	3.0	0.8029999999999999	0.6409999999999999	1.5	-1.0	6.0	5.0	4.9	0.9415	True	4e-05	Basalt	823.0	623.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr28f	sr28f1
This study	Recalculated from original measurements; supercedes published results.		197.2	-47.5	1.5	8.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	823.0	523.0	K	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-T	g	i	sr28f	sr28f1
This study	Recalculated from original measurements; supercedes published results.		193.0	-53.9	2.7	9.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.18	0.03	T	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-AF	g	i	sr28g	sr28g2
This study	Recalculated from original measurements; supercedes published results.	0.8	31.1	26.7			p	n	-1.0	Igneous:Extrusive	Lava Flow	3.5100000000000006e-05	-0.877	0.10099999999999999	0.08900000000000001	u	7.9	0.805	0.54	0.7	3.0	5.0	5.0	5.7	0.9696	True	4e-05	Basalt	848.0	723.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr28h	sr28h1
This study	Recalculated from original measurements; supercedes published results.		196.3	-48.2	1.7	10.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	848.0	473.0	K	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-T	g	i	sr28h	sr28h1
This study	Recalculated from original measurements; supercedes published results.	3.3	138.3	48.9			p	n	-1.0	Igneous:Extrusive	Lava Flow	9.37e-05	-2.342	0.037000000000000005	0.08800000000000001	u	30.1	0.215	0.20800000000000002	7.2	-1.0	7.0	5.0	4.4	0.993	True	4e-05	Basalt	673.0	373.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr29a	sr29a1
This study	Recalculated from original measurements; supercedes published results.		6.3	62.8	1.6	9.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	823.0	473.0	K	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-T	g	i	sr29a	sr29a1
This study	Recalculated from original measurements; supercedes published results.	1.8	132.9	50.3			p	n	-1.0	Igneous:Extrusive	Lava Flow	9.9e-05	-2.474	0.049	0.12	u	21.9	0.494	0.494	3.8	4.0	9.0	5.0	8.1	0.9836	True	4e-05	Basalt	773.0	373.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr29a	sr29a2
This study	Recalculated from original measurements; supercedes published results.		4.0	61.7	1.5	10.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	848.0	473.0	K	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-T	g	i	sr29a	sr29a2
This study	Recalculated from original measurements; supercedes published results.	2.6	155.8	8.5			p	n	-1.0	Igneous:Extrusive	Lava Flow	8.05e-05	-2.012	0.021	0.042	u	1.6	0.33899999999999997	0.321	4.7	-1.0	6.0	5.0	10.4	0.9982	True	4e-05	Basalt	673.0	423.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr29b	sr29b1
This study	Recalculated from original measurements; supercedes published results.		5.8	61.9	1.9	9.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	823.0	473.0	K	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-T	g	i	sr29b	sr29b1
This study	Recalculated from original measurements; supercedes published results.	9.4	139.8	17.3			p	n	-1.0	Igneous:Extrusive	Lava Flow	6.11e-05	-1.527	0.057999999999999996	0.08900000000000001	u	8.3	0.19699999999999998	0.19899999999999998	7.3	-1.0	6.0	6.0	2.6	0.9865	True	4e-05	Basalt	623.0	373.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr29c	sr29c1
This study	Recalculated from original measurements; supercedes published results.		11.6	61.3	1.2	9.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	823.0	473.0	K	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-T	g	i	sr29c	sr29c1
This study	Recalculated from original measurements; supercedes published results.		16.4	64.4	2.1	8.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	873.0	673.0	K	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-T	g	i	sr29e	sr29e3
This study	Recalculated from original measurements; supercedes published results.	0.9	150.8	31.7			p	n	-1.0	Igneous:Extrusive	Lava Flow	7.85e-05	-1.963	0.11	0.217	u	7.0	0.261	0.27	3.7	2.0	5.0	5.0	1.7	0.9638	True	4e-05	Basalt	573.0	373.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr29g	sr29g1
This study	Recalculated from original measurements; supercedes published results.		9.4	61.8	1.3	10.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	848.0	473.0	K	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-T	g	i	sr29g	sr29g1
This study	Recalculated from original measurements; supercedes published results.		12.9	62.9	2.7	7.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.18	0.06	T	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-AF	g	i	sr29g	sr29g2
This study	Recalculated from original measurements; supercedes published results.	9.9	136.8	39.0			p	n	-1.0	Igneous:Extrusive	Lava Flow	8.09e-05	-2.022	0.045	0.09	u	20.6	0.18600000000000003	0.187	3.9	-1.0	6.0	5.0	3.3	0.9921	True	4e-05	Basalt	623.0	373.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr29h	sr29h1
This study	Recalculated from original measurements; supercedes published results.		9.9	64.9	1.7	9.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	823.0	473.0	K	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-T	g	i	sr29h	sr29h1
This study	Recalculated from original measurements; supercedes published results.	0.4	184.4	49.1			p	n	-1.0	Igneous:Extrusive	Lava Flow	4.95e-05	-1.238	0.046	0.057	u	3.5	0.65	0.643	1.4	-1.0	5.0	5.0	10.0	0.9936	True	4e-05	Basalt	573.0	373.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr30a	sr30a1
This study	Recalculated from original measurements; supercedes published results.		14.2	64.3	2.1	9.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	823.0	473.0	K	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-T	g	i	sr30a	sr30a1
This study	Recalculated from original measurements; supercedes published results.	1.3	189.7	50.4			p	n	-1.0	Igneous:Extrusive	Lava Flow	4.85e-05	-1.2109999999999999	0.034	0.040999999999999995	u	13.2	0.711	0.7040000000000001	1.4	4.0	6.0	5.0	15.6	0.9954	True	4e-05	Basalt	623.0	373.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr30a	sr30a2
This study	Recalculated from original measurements; supercedes published results.		9.9	62.1	1.8	10.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	848.0	473.0	K	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-T	g	i	sr30a	sr30a2
This study	Recalculated from original measurements; supercedes published results.		7.5	67.4	0.9	9.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.18	0.03	T	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-AF	g	i	sr30b	sr30b2
This study	Recalculated from original measurements; supercedes published results.	4.6	198.4	30.6			p	n	-1.0	Igneous:Extrusive	Lava Flow	5.67e-05	-1.4169999999999998	0.066	0.09300000000000001	u	16.1	0.28600000000000003	0.275	5.9	-1.0	7.0	5.0	3.5	0.9784	True	4e-05	Basalt	673.0	373.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr30c	sr30c1
This study	Recalculated from original measurements; supercedes published results.		359.4	65.9	1.9	9.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	823.0	473.0	K	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-T	g	i	sr30c	sr30c1
This study	Recalculated from original measurements; supercedes published results.		9.4	70.7	4.0	12.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	823.0	373.0	K	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-T	g	i	sr30d	sr30d2
This study	Recalculated from original measurements; supercedes published results.	7.5	198.5	24.5			p	n	-1.0	Igneous:Extrusive	Lava Flow	6.56e-05	-1.64	0.036000000000000004	0.057999999999999996	u	26.8	0.336	0.326	4.4	-1.0	6.0	5.0	7.5	0.9949	True	4e-05	Basalt	623.0	373.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr30e	sr30e1
This study	Recalculated from original measurements; supercedes published results.		4.2	70.5	2.2	5.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	823.0	673.0	K	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-T	g	i	sr30e	sr30e1
This study	Recalculated from original measurements; supercedes published results.	5.7	216.5	36.5			p	n	-1.0	Igneous:Extrusive	Lava Flow	7.240000000000001e-05	-1.81	0.102	0.184	u	1.2	0.247	0.242	7.6	-1.0	7.0	5.0	2.0	0.9489	True	4e-05	Basalt	673.0	373.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr30i	sr30i1
This study	Recalculated from original measurements; supercedes published results.		6.7	65.8	1.3	8.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	823.0	523.0	K	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-T	g	i	sr30i	sr30i1
This study	Recalculated from original measurements; supercedes published results.	1.0	88.9	85.7			p	n	-1.0	Igneous:Extrusive	Lava Flow	0.00011719999999999999	-2.929	0.075	0.22	u	9.7	0.209	0.213	2.2	-1.0	7.0	5.0	2.2	0.9721	True	4e-05	Basalt	673.0	373.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr31a	sr31a1
This study	Recalculated from original measurements; supercedes published results.		23.9	54.0	0.6	9.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	823.0	473.0	K	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-T	g	i	sr31a	sr31a1
This study	Recalculated from original measurements; supercedes published results.	2.7	96.8	83.4			p	n	-1.0	Igneous:Extrusive	Lava Flow	0.00011630000000000001	-2.908	0.066	0.191	u	16.8	0.213	0.21100000000000002	11.0	2.0	7.0	5.0	2.5	0.9785	True	4e-05	Basalt	673.0	373.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr31a	sr31a2
This study	Recalculated from original measurements; supercedes published results.		24.8	54.9	1.6	10.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	848.0	473.0	K	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-T	g	i	sr31a	sr31a2
This study	Recalculated from original measurements; supercedes published results.		19.5	54.2	0.5	8.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	898.0	723.0	K	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-T	g	i	sr31b	sr31b1
This study	Recalculated from original measurements; supercedes published results.	1.4	354.8	70.3			p	n	-1.0	Igneous:Extrusive	Lava Flow	0.00011999999999999999	-3.0	0.076	0.22899999999999998	u	4.9	0.209	0.209	10.3	2.0	7.0	5.0	2.1	0.9711	True	4e-05	Basalt	673.0	373.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr31b	sr31b3
This study	Recalculated from original measurements; supercedes published results.		21.7	53.8	0.8	10.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	848.0	473.0	K	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-T	g	i	sr31b	sr31b3
This study	Recalculated from original measurements; supercedes published results.	0.8	73.1	75.1			p	n	-1.0	Igneous:Extrusive	Lava Flow	9.66e-05	-2.414	0.078	0.188	u	22.4	0.662	0.6459999999999999	1.0	-1.0	5.0	4.0	6.2	0.982	True	4e-05	Basalt	823.0	673.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr31c	sr31c1
This study	Recalculated from original measurements; supercedes published results.		25.2	55.1	1.3	9.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	823.0	473.0	K	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-T	g	i	sr31c	sr31c1
This study	Recalculated from original measurements; supercedes published results.	9.2	271.2	75.0			p	n	-1.0	Igneous:Extrusive	Lava Flow	0.0001125	-2.813	0.059000000000000004	0.165	u	3.3	0.23399999999999999	0.242	4.8	-1.0	7.0	4.0	3.1	0.9829	True	4e-05	Basalt	673.0	373.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr31d	sr31d1
This study	Recalculated from original measurements; supercedes published results.		24.3	52.5	0.8	7.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	823.0	573.0	K	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-T	g	i	sr31d	sr31d1
This study	Recalculated from original measurements; supercedes published results.	23.5	109.2	86.3			p	n	-1.0	Igneous:Extrusive	Lava Flow	0.0001054	-2.634	0.09699999999999999	0.254	u	16.2	0.287	0.26899999999999996	5.8	-1.0	7.0	4.0	2.4	0.9539	True	4e-05	Basalt	673.0	373.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr31f	sr31f1
This study	Recalculated from original measurements; supercedes published results.		26.8	52.4	1.5	5.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	823.0	673.0	K	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-T	g	i	sr31f	sr31f1
This study	Recalculated from original measurements; supercedes published results.		19.4	54.7	0.9	8.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.16	0.03	T	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-AF	g	i	sr31h	sr31h2
This study	Recalculated from original measurements; supercedes published results.		209.5	-47.9	0.7	6.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	873.0	748.0	K	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-T	g	i	sr34a	sr34a1
This study	Recalculated from original measurements; supercedes published results.	2.6	34.5	-33.4			p	n	-1.0	Igneous:Extrusive	Lava Flow	7.68e-05	-1.92	0.05	0.096	u	4.2	0.728	0.68	5.7	-1.0	10.0	4.0	11.4	0.98	True	4e-05	Basalt	798.0	373.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr34b	sr34b1
This study	Recalculated from original measurements; supercedes published results.		203.1	-45.4	1.2	3.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	823.0	773.0	K	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-T	g	i	sr34b	sr34b1
This study	Recalculated from original measurements; supercedes published results.	11.1	47.5	-49.1			p	n	-1.0	Igneous:Extrusive	Lava Flow	0.00012770000000000001	-3.193	0.076	0.243	u	30.0	0.207	0.209	10.2	-1.0	7.0	4.0	2.0	0.9713	True	4e-05	Basalt	673.0	373.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr34c	sr34c1
This study	Recalculated from original measurements; supercedes published results.		201.4	-50.4	2.9	9.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	823.0	473.0	K	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-T	g	i	sr34c	sr34c1
This study	Recalculated from original measurements; supercedes published results.		206.6	-48.7	0.6	8.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.18	0.04	T	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-AF	g	i	sr34f	sr34f2
